player,team,opp,is_home,pred_fg2a,pred_fg2_rate,pred_fta,pred_ft_rate,pred_fg3a,pred_fg3_rate,pred_pts,sd_pts,baseline_pts,delta_pts,p_over_baseline_3,p_over_22_5
Jericho Sims,MIL,OKC,0,2.4576892017629914,0.518136157430282,1.504867515004752,0.69768192910682,1.550630671786192,0.3496081008373725,5.223093282027498,2.4382654709095,4.584369160776667,0.6387241212508306,0.15768741091763072,2.97850633046437e-12
Aaron Wiggins,OKC,MIL,1,2.336069732080198,0.5564238793043749,1.4451572199622678,0.7161717564597615,1.4673899615613173,0.34204705009040576,5.140419972933041,2.3605537458864068,4.3283273127888275,0.8120926601442138,0.1484436534783622,4.591882429849647e-13
Kyle Kuzma,MIL,OKC,0,2.336069732080198,0.5544180579395883,1.4617463001244735,0.6934709989079114,1.4673899615613173,0.32671577258698564,5.042255489973656,2.350359578822796,4.31982856962499,0.7224269203486662,0.13782218093086263,2.697286838326818e-13
Luguentz Dort,OKC,MIL,1,2.4728287642605356,0.5514160801235936,1.2885296365849366,0.6637777245239671,1.2097380463849474,0.35041762385779796,4.854152953278636,2.2831011321181327,4.53984962406015,0.314303329218486,0.1185891957590186,2.958744360626042e-14
Jaylin Williams,OKC,MIL,1,2.430282818767482,0.5580894687652829,1.240295533794696,0.6501725977240523,1.3650367449774665,0.3191402330549245,4.825951098465446,2.312803345190052,4.548811013767209,0.27714008469823703,0.11583631104587933,5.612177389480166e-14
Kenrich Williams,OKC,MIL,1,2.4842362453798286,0.5216986437823683,1.2446705381663474,0.7398214060771972,1.2303198521545067,0.3433342915024523,4.7801122520310155,2.2837653622736793,4.351634356869959,0.4284778951610564,0.11143605889759567,2.348121697082206e-14
Alex Caruso,OKC,MIL,1,2.4944023930773116,0.5121686933507805,1.3663865500916026,0.6803929992825218,1.2097380463849474,0.35041762385779796,4.75653006681682,2.295290386135747,4.449037620297463,0.30749244651935737,0.10920836487968655,2.8976820942716586e-14
Cason Wallace,OKC,MIL,1,2.176937667956598,0.5530098876362544,1.5571958663796344,0.6997437911140223,1.2169522011612588,0.33382899813046263,4.716136051602159,2.217058952352895,4.110661505981703,0.6054745456204556,0.10544984935799562,3.219646771412954e-15
Isaiah Joe,OKC,MIL,1,2.3894891641806266,0.5468512393732214,1.2844600790974825,0.7028564171483026,1.2169522011612588,0.32671577258698564,4.7089736667781,2.2463376050685873,4.298342192112508,0.4106314746655917,0.10479100109965944,6.938893903907228e-15
A.J. Green,MIL,OKC,0,2.3075687585999916,0.5322641403143129,1.500602514958884,0.6322671526042215,1.221907204853728,0.3339078255203505,4.629267015629642,2.2567177875097237,4.055483220365803,0.5737837952638394,0.0976142474871663,6.938893903907228e-15
Chet Holmgren,OKC,MIL,1,2.1375023665316677,0.560610369405533,1.4069658549398116,0.662451020730289,1.3725507266235515,0.31558957506201846,4.628146051049154,2.255848772368852,4.114310976379941,0.5138350746692133,0.09751535639487097,6.772360450213455e-15
