ticket_name,n_legs,avg_pred_mean,avg_minutes_proj,avg_p_hit
safe,5,4.814188800806321,30.65000016,0.7442662731323713
balanced,5,12.040647112122743,37.782666799999994,0.6661027835143029
lotto,10,9.589781245225897,34.06466667999999,0.6591360665192936
