game_date,player,team,opp,stat,pred_mean,baseline_mean,minutes_proj,dist_name,dispersion,is_eligible,eligibility_reason,model_name,model_version,line,side,p_hit,edge_raw,edge_norm,minutes_conf,prob_edge,stat_vol_penalty,extreme_line_penalty,edge_rank_pct,reb_top_bucket_bonus,ast_extreme_tail_penalty,score_safe,score_balanced,score_lotto,can_safe,can_balanced,can_lotto,score,delta_mean,confidence_tier,pred_pctile_within_stat,delta_pctile_within_stat,minutes_pctile_within_stat,dispersion_pctile_good,baseline_available,zero_baseline_flag,rel_delta_vs_baseline,rel_delta_pctile_within_stat,confidence_score,stat_broad_weight,stat_top_pick_weight,stat_variance_penalty,top_pick_bucket,top_bucket_bonus,ast_tail_penalty,rank_score
2025-01-02,Ivica Zubac,LAC,OKC,reb,12.22711901074788,13.6,33.526666199999994,poisson,0.0,1,ok,reb_hgbr,v1,13.5,under,0.6573489368584053,1.2728809892521191,0.3499896244071396,0.9312962833333331,0.15734893685840534,0.03,0.0,0.07575757575757576,0.0,0.0,0.7601393939393939,0.9537530303030303,0.9677545454545453,0,1,1,0.6463163929803352,0.0,high_conf,0.9696969696969697,0.5075757575757576,0.7727272727272727,0.5075757575757576,1,0,0.0,0.5075757575757576,1.0,0.98,1.14,0.02,elite,0.16,0.0,0.8798079545454546
2025-01-02,Anthony Davis,LAL,POR,reb,13.545861887926726,11.0,31.82,poisson,0.0,1,ok,reb_hgbr,v1,14.5,under,0.6184505592684972,0.9541381120732737,0.25017362057375375,0.883888888888889,0.11845055926849724,0.03,0.0,0.015151515151515152,0.0,0.0,0.7289575757575757,0.93175,0.9549727272727272,0,1,1,0.5124513878743644,0.0,high_conf,0.9848484848484849,0.5075757575757576,0.6666666666666666,0.5075757575757576,1,0,0.0,0.5075757575757576,1.0,0.98,1.14,0.02,elite,0.16,0.0,0.856438712121212
2025-01-02,Deandre Ayton,POR,LAL,reb,13.587881872401177,10.2,30.8499998,poisson,0.0,1,ok,reb_hgbr,v1,12.5,over,0.5998382477592575,1.0878818724011765,0.2848299286866846,0.8569444388888888,0.09983824775925754,0.03,0.0,0.030303030303030304,0.0,0.0,0.7129212121212121,0.920828787878788,0.9494454545454545,0,1,1,0.5173851160643254,0.0,high_conf,1.0,0.5075757575757576,0.6060606060606061,0.5075757575757576,1,0,0.0,0.5075757575757576,1.0,0.98,1.14,0.02,elite,0.16,0.0,0.8448199242424242
2025-01-02,Bam Adebayo,MIA,IND,reb,8.680192529162646,8.999999999999998,33.5699998,poisson,0.0,1,ok,reb_hgbr,v1,7.5,over,0.6373445900671302,1.180192529162646,0.37932447342634573,0.9324999944444444,0.13734459006713018,0.03,0.0,0.09090909090909091,0.0,0.0,0.7485575757575756,0.8620287878787879,0.873590909090909,0,1,1,0.6513031544853635,0.0,high_conf,0.9090909090909091,0.5075757575757576,0.7878787878787878,0.5075757575757576,1,0,0.0,0.5075757575757576,1.0,0.98,1.14,0.02,strong,0.08,0.0,0.8195308333333332
2025-01-02,Bobby Portis,MIL,BRK,reb,9.093158880847096,10.999999999999998,32.839999999999996,poisson,0.0,1,ok,reb_hgbr,v1,10.5,under,0.6948861402918474,1.4068411191529044,0.4428243547950883,0.9122222222222222,0.19488614029184737,0.03,0.0,0.22727272727272727,0.0,0.0,0.7426181818181817,0.8584954545454544,0.8728999999999999,1,1,1,0.7587965072512363,0.0,high_conf,0.9242424242424242,0.5075757575757576,0.7575757575757576,0.5075757575757576,1,0,0.0,0.5075757575757576,1.0,0.98,1.14,0.02,strong,0.08,0.0,0.8157456818181817
2025-01-02,Tyler Herro,MIA,IND,ast,5.887177115637825,6.800000000000001,36.766667399999996,poisson,0.0,1,ok,ast_hgbr,v1,4.5,over,0.6995579951940764,1.387177115637825,0.5285806853671149,1.0,0.19955799519407635,0.04,0.0,0.25396825396825395,0.0,0.0,0.8809714285714286,0.796574603174603,0.703188888888889,1,1,1,0.8285779830399063,0.0,high_conf,0.9206349206349206,0.5079365079365079,0.9523809523809523,0.5079365079365079,1,0,0.0,0.5079365079365079,1.0,1.08,0.98,0.03,strong,0.0,0.0,0.8069869047619048
2025-01-02,Isaiah Hartenstein,OKC,LAC,reb,9.567268944053055,11.6,28.850000199999993,poisson,0.0,1,ok,reb_hgbr,v1,8.5,over,0.6164169902190849,1.0672689440530547,0.3283163356591001,0.8013888944444443,0.11641699021908491,0.03,0.0,0.045454545454545456,0.0,0.0,0.6651090909090909,0.8834075757575758,0.9200818181818181,0,1,1,0.5591786074117576,0.0,high_conf,0.9545454545454546,0.5075757575757576,0.5,0.5075757575757576,1,0,0.0,0.5075757575757576,1.0,0.98,1.14,0.02,elite,0.16,0.0,0.8052567424242424
2025-01-02,Austin Reaves,LAL,POR,ast,7.733888869486921,8.6,38.006667400000005,poisson,0.0,1,ok,ast_hgbr,v1,6.5,over,0.6530562608650589,1.233888869486921,0.41751512773286503,1.0,0.15305626086505886,0.04,0.0,0.031746031746031744,0.0,0.0,0.8618285714285714,0.7947904761904762,0.7224777777777778,0,1,1,0.691558016508341,0.0,high_conf,0.9841269841269841,0.5079365079365079,0.9841269841269841,0.5079365079365079,1,0,0.0,0.5079365079365079,1.0,1.08,0.98,0.03,elite,0.0,0.05,0.8035275396825396
2025-01-02,Anthony Edwards,MIN,BOS,reb,7.203850633997679,6.799999999999999,36.7633332,poisson,0.0,1,ok,reb_hgbr,v1,8.5,under,0.7021532186242384,1.2961493660023207,0.45252875362171174,1.0,0.2021532186242384,0.03,0.0,0.25757575757575757,0.0,0.0,0.7865696969696969,0.8074045454545454,0.8053363636363636,1,1,1,0.7929526742258196,0.0,high_conf,0.8636363636363636,0.5075757575757576,0.9393939393939394,0.5075757575757576,1,0,0.0,0.5075757575757576,1.0,0.98,1.14,0.02,core,0.0,0.0,0.7985535606060606
2025-01-02,Rudy Gobert,MIN,BOS,reb,9.437366212852739,9.4,31.600000599999994,poisson,0.0,1,ok,reb_hgbr,v1,10.5,under,0.6530505619666991,1.062633787147261,0.3289183929013828,0.8777777944444443,0.15305056196669908,0.03,0.0,0.06060606060606061,0.0,0.0,0.7114363636363635,0.8364924242424242,0.8601181818181817,0,1,1,0.6127736055030608,0.0,high_conf,0.9393939393939394,0.5075757575757576,0.6515151515151515,0.5075757575757576,1,0,0.0,0.5075757575757576,1.0,0.98,1.14,0.02,strong,0.08,0.0,0.7923764393939393
