game_date,player,team,opp,stat,pred_mean,baseline_mean,minutes_proj,dist_name,dispersion,is_eligible,eligibility_reason,model_name,model_version,line,side,p_hit
2025-01-05,Aaron Wiggins,OKC,BOS,ast,1.3804657033027146,1.2,24.743333200000002,poisson,0.0,1,ok,ast_hgbr,v1,0.5,over,0.7485385806264063
2025-01-05,Aaron Wiggins,OKC,BOS,ast,1.3804657033027146,1.2,24.743333200000002,poisson,0.0,1,ok,ast_hgbr,v1,1.5,under,0.5985952845226606
2025-01-05,Aaron Wiggins,OKC,BOS,ast,1.3804657033027146,1.2,24.743333200000002,poisson,0.0,1,ok,ast_hgbr,v1,2.5,under,0.8381984821692586
2025-01-05,Aaron Wiggins,OKC,BOS,fg3,1.7178091462035512,1.7888888888888888,24.743333200000002,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.5,over,0.7803897123564186
2025-01-05,Aaron Wiggins,OKC,BOS,fg3,1.7178091462035512,1.7888888888888888,24.743333200000002,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,1.5,under,0.5148616760256048
2025-01-05,Aaron Wiggins,OKC,BOS,fg3,1.7178091462035512,1.7888888888888888,24.743333200000002,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,2.5,under,0.745421882984163
2025-01-05,Aaron Wiggins,OKC,BOS,pts,10.11695008850976,12.124086021505377,24.743333200000002,nbinom,0.05344975309597418,1,ok,pts_composed,v1,9.5,over,0.5276051087642291
2025-01-05,Aaron Wiggins,OKC,BOS,pts,10.11695008850976,12.124086021505377,24.743333200000002,nbinom,0.05344975309597418,1,ok,pts_composed,v1,10.5,under,0.5731910206785888
2025-01-05,Aaron Wiggins,OKC,BOS,pts,10.11695008850976,12.124086021505377,24.743333200000002,nbinom,0.05344975309597418,1,ok,pts_composed,v1,11.5,under,0.6655194022074391
2025-01-05,Aaron Wiggins,OKC,BOS,reb,3.94420446908719,4.0,24.743333200000002,poisson,0.0,1,ok,reb_hgbr,v1,2.5,over,0.7536066870643914
2025-01-05,Aaron Wiggins,OKC,BOS,reb,3.94420446908719,4.0,24.743333200000002,poisson,0.0,1,ok,reb_hgbr,v1,3.5,over,0.5555539832647108
2025-01-05,Aaron Wiggins,OKC,BOS,reb,3.94420446908719,4.0,24.743333200000002,poisson,0.0,1,ok,reb_hgbr,v1,4.5,under,0.6397361065956646
