ticket_name,n_legs,avg_pred_mean,avg_minutes_proj,avg_p_hit
safe,4,6.18233834975556,30.504167099999997,0.700108531358969
balanced,5,11.302179346488762,37.181333519999995,0.6392113649798093
lotto,10,10.604805985939901,33.301666739999995,0.6493060933816714
