FG3 HISTORY DEBUG REPORT
================================================================================

Loading dataset:
data\all_gamelogs_combined.csv


================================================================================
JARRETT ALLEN
================================================================================
      date        player team opp  fg3a  fg3  fga  mp_minutes  pts    usage
2026-02-25 SAM MERRILL  CLE MIL   8.0  2.0 13.0   33.683334 14.0 0.701736
2026-02-27 SAM MERRILL  CLE DET  10.0  4.0 14.0   36.333332 20.0 0.756944
2026-03-01 SAM MERRILL  CLE BRK   6.0  4.0  8.0   27.416666 15.0 0.571180
2026-03-03 SAM MERRILL  CLE DET   7.0  3.0 10.0   26.983334  9.0 0.562153

3PA SUMMARY
count    140.000000
mean       4.992857
std        3.145161
min        0.000000
25%        3.000000
50%        5.000000
75%        7.000000
max       16.000000
Name: fg3a, dtype: float64



================================================================================
SUSPICIOUS BIG-MAN FG3A ROWS (>=3 ATTEMPTS)
================================================================================

      date             player team opp  fg3a  fg3  fga  mp_minutes  pts    usage
2021-11-05        EVAN MOBLEY  CLE TOR   3.0  0.0 14.0    0.000000 18.0 0.000000
2021-11-07        EVAN MOBLEY  CLE NYK   4.0  2.0 15.0    0.000000 26.0 0.000000
2021-11-10        EVAN MOBLEY  CLE WAS   3.0  1.0 15.0    0.000000 19.0 0.000000
2021-11-27        EVAN MOBLEY  CLE ORL   4.0  2.0 12.0    0.000000 13.0 0.000000
2021-12-01        EVAN MOBLEY  CLE MIA   3.0  2.0 10.0    0.000000 17.0 0.000000
2021-12-06        EVAN MOBLEY  CLE MIL   4.0  1.0 10.0    0.000000 12.0 0.000000
2022-01-26        EVAN MOBLEY  CLE MIL   3.0  1.0 12.0    0.000000 16.0 0.000000
2022-02-28        EVAN MOBLEY  CLE MIN   4.0  1.0 12.0    0.000000 15.0 0.000000
2022-03-12        EVAN MOBLEY  CLE CHI   3.0  1.0 17.0    0.000000 17.0 0.000000
2022-03-14        EVAN MOBLEY  CLE LAC   3.0  1.0 22.0    0.000000 30.0 0.000000
2022-03-18        EVAN MOBLEY  CLE DEN   3.0  0.0 22.0    0.000000 27.0 0.000000
2024-10-25        EVAN MOBLEY  CLE DET   3.0  2.0 12.0    0.000000 16.0 0.000000
2024-11-01        EVAN MOBLEY  CLE ORL   3.0  1.0 11.0    0.000000 14.0 0.000000
2024-11-04        EVAN MOBLEY  CLE MIL   3.0  1.0 15.0    0.000000 17.0 0.000000
2024-11-08        EVAN MOBLEY  CLE GSW   3.0  0.0 12.0    0.000000 23.0 0.000000
2024-11-17        EVAN MOBLEY  CLE CHO   3.0  2.0 12.0    0.000000 23.0 0.000000
2024-11-19        EVAN MOBLEY  CLE BOS   3.0  1.0 13.0    0.000000 22.0 0.000000
2024-11-27        EVAN MOBLEY  CLE ATL   3.0  1.0 15.0    0.000000 22.0 0.000000
2024-11-29        EVAN MOBLEY  CLE ATL   3.0  0.0 17.0    0.000000 24.0 0.000000
2024-12-05        EVAN MOBLEY  CLE DEN   5.0  3.0 11.0    0.000000 20.0 0.000000
2024-12-07        EVAN MOBLEY  CLE CHO   8.0  6.0 23.0    0.000000 41.0 0.000000
2024-12-23        EVAN MOBLEY  CLE UTA   5.0  3.0 17.0    0.000000 22.0 0.000000
2024-12-27        EVAN MOBLEY  CLE DEN   6.0  4.0 13.0    0.000000 26.0 0.000000
2024-12-30        EVAN MOBLEY  CLE GSW   4.0  1.0  6.0    0.000000  7.0 0.000000
2024-12-31        EVAN MOBLEY  CLE LAL   4.0  2.0 14.0    0.000000 20.0 0.000000
2025-01-03        EVAN MOBLEY  CLE DAL   6.0  3.0 21.0    0.000000 34.0 0.000000
2025-01-05        EVAN MOBLEY  CLE CHO   6.0  1.0 13.0    0.000000 17.0 0.000000
2025-01-08        EVAN MOBLEY  CLE OKC   3.0  0.0 13.0    0.000000 21.0 0.000000
2025-01-09        EVAN MOBLEY  CLE TOR   5.0  3.0 11.0    0.000000 21.0 0.000000
2025-01-14        EVAN MOBLEY  CLE IND   4.0  3.0 12.0    0.000000 22.0 0.000000
2025-02-02        EVAN MOBLEY  CLE DAL   3.0  2.0 12.0    0.000000 22.0 0.000000
2025-02-04        EVAN MOBLEY  CLE BOS   4.0  0.0 14.0    0.000000  7.0 0.000000
2025-02-05        EVAN MOBLEY  CLE DET   5.0  3.0 16.0    0.000000 30.0 0.000000
2025-02-07        EVAN MOBLEY  CLE WAS   3.0  0.0 16.0    0.000000 27.0 0.000000
2025-02-10        EVAN MOBLEY  CLE MIN   4.0  1.0 19.0    0.000000 28.0 0.000000
2025-02-20        EVAN MOBLEY  CLE BRK   4.0  1.0 12.0    0.000000 18.0 0.000000
2025-02-23        EVAN MOBLEY  CLE MEM   8.0  1.0 20.0    0.000000 25.0 0.000000
2025-02-28        EVAN MOBLEY  CLE BOS   5.0  2.0 12.0    0.000000 17.0 0.000000
2025-03-02        EVAN MOBLEY  CLE POR   3.0  1.0 14.0    0.000000 20.0 0.000000
2025-03-07        EVAN MOBLEY  CLE CHO   5.0  1.0 13.0    0.000000 19.0 0.000000
2025-03-09        EVAN MOBLEY  CLE MIL   4.0  2.0 10.0    0.000000 13.0 0.000000
2025-03-11        EVAN MOBLEY  CLE BRK   3.0  1.0 13.0    0.000000 21.0 0.000000
2025-03-14        EVAN MOBLEY  CLE MEM   6.0  3.0 16.0    0.000000 22.0 0.000000
2025-03-19        EVAN MOBLEY  CLE SAC   5.0  4.0 18.0    0.000000 31.0 0.000000
2025-03-21        EVAN MOBLEY  CLE PHO   4.0  2.0 14.0    0.000000 16.0 0.000000
2025-03-23        EVAN MOBLEY  CLE UTA   4.0  0.0 10.0    0.000000 11.0 0.000000
2025-03-28        EVAN MOBLEY  CLE DET   6.0  2.0 10.0    0.000000  9.0 0.000000
2025-03-30        EVAN MOBLEY  CLE LAC   6.0  3.0 16.0    0.000000 22.0 0.000000
2025-04-02        EVAN MOBLEY  CLE NYK   4.0  1.0 11.0    0.000000 13.0 0.000000
2025-04-04        EVAN MOBLEY  CLE SAS   6.0  4.0 13.0    0.000000 25.0 0.000000
2025-04-06        EVAN MOBLEY  CLE SAC   4.0  0.0 14.0    0.000000 16.0 0.000000
2025-04-08        EVAN MOBLEY  CLE CHI   6.0  3.0 18.0    0.000000 21.0 0.000000
2025-04-11        EVAN MOBLEY  CLE NYK   5.0  1.0 10.0    0.000000 16.0 0.000000
2025-10-22        EVAN MOBLEY  CLE NYK   8.0  4.0 18.0   35.933334 22.0 0.748611
2025-10-24        EVAN MOBLEY  CLE BRK   4.0  1.0 12.0   34.233334 13.0 0.713194
2025-10-26        EVAN MOBLEY  CLE MIL   5.0  1.0 13.0   34.033333 23.0 0.709028
2025-10-27        EVAN MOBLEY  CLE DET   5.0  1.0 10.0   30.350000 15.0 0.632292
2025-10-29        EVAN MOBLEY  CLE BOS   8.0  2.0 19.0   34.100000 19.0 0.710417
2025-10-31        EVAN MOBLEY  CLE TOR   5.0  2.0 17.0   35.583332 29.0 0.741319
2025-11-02        EVAN MOBLEY  CLE ATL   3.0  1.0 16.0   34.566666 14.0 0.720139
2025-11-05        EVAN MOBLEY  CLE PHI   5.0  3.0 17.0   34.033333 23.0 0.709028
2025-11-07        EVAN MOBLEY  CLE WAS   4.0  0.0 16.0   27.850000 18.0 0.580208
2025-11-08        EVAN MOBLEY  CLE CHI   4.0  1.0 14.0   33.616665 24.0 0.700347
2025-11-10        EVAN MOBLEY  CLE MIA   4.0  3.0 15.0   38.716667 21.0 0.806597
2025-11-13        EVAN MOBLEY  CLE TOR   3.0  1.0  7.0   34.783333  7.0 0.724653
2025-11-15        EVAN MOBLEY  CLE MEM   6.0  3.0 16.0   35.316666 22.0 0.735764
2025-11-19        EVAN MOBLEY  CLE HOU   3.0  0.0 13.0   35.683334 18.0 0.743403
2025-11-24        EVAN MOBLEY  CLE TOR   3.0  2.0  7.0   31.183332 14.0 0.649653
2025-11-28        EVAN MOBLEY  CLE ATL   6.0  3.0 17.0   33.650000 20.0 0.701042
2025-11-30        EVAN MOBLEY  CLE BOS   6.0  3.0 17.0   38.666668 27.0 0.805556
2025-12-01        EVAN MOBLEY  CLE IND   3.0  0.0 13.0   28.200000 13.0 0.587500
2025-12-03        EVAN MOBLEY  CLE POR   7.0  3.0 14.0   34.783333 23.0 0.724653
2025-12-06        EVAN MOBLEY  CLE GSW   5.0  0.0 19.0   35.133335 18.0 0.731944
2025-12-12        EVAN MOBLEY  CLE WAS   6.0  2.0 17.0   36.233334 23.0 0.754861
2026-01-04        EVAN MOBLEY  CLE DET   3.0  2.0  9.0   32.750000 15.0 0.682292
2026-01-06        EVAN MOBLEY  CLE IND   3.0  0.0 16.0   35.600000 20.0 0.741667
2026-01-08        EVAN MOBLEY  CLE MIN   5.0  3.0 11.0   37.516666 19.0 0.781597
2026-01-10        EVAN MOBLEY  CLE MIN   3.0  0.0 16.0   31.550000 24.0 0.657292
2026-01-12        EVAN MOBLEY  CLE UTA   4.0  1.0 11.0   34.283333 15.0 0.714236
2026-01-16        EVAN MOBLEY  CLE PHI   4.0  1.0 11.0   36.366665 15.0 0.757639
2026-01-21        EVAN MOBLEY  CLE CHA   4.0  0.0 13.0   35.516666 14.0 0.739931
2026-01-23        EVAN MOBLEY  CLE SAC   4.0  0.0 24.0   34.766666 29.0 0.724306
2026-01-24        EVAN MOBLEY  CLE ORL   6.0  1.0 14.0   34.550000 13.0 0.719792
2026-01-26        EVAN MOBLEY  CLE ORL   3.0  1.0 16.0   35.000000 20.0 0.729167
2026-02-22        EVAN MOBLEY  CLE OKC   4.0  1.0 11.0   25.166666 15.0 0.524305
2026-02-27        EVAN MOBLEY  CLE DET   8.0  4.0 15.0   37.050000 23.0 0.771875
2026-03-03        EVAN MOBLEY  CLE DET   4.0  2.0  9.0   31.633333 18.0 0.659028
2024-10-24       NIKOLA JOKIĆ  DEN OKC   3.0  1.0 13.0    0.000000 16.0 0.000000
2024-10-26       NIKOLA JOKIĆ  DEN LAC  12.0  7.0 26.0    0.000000 41.0 0.000000
2024-10-28       NIKOLA JOKIĆ  DEN TOR   5.0  3.0 27.0    0.000000 40.0 0.000000
2024-11-01       NIKOLA JOKIĆ  DEN MIN   3.0  2.0 16.0    0.000000 26.0 0.000000
2024-11-02       NIKOLA JOKIĆ  DEN UTA   4.0  3.0 18.0    0.000000 27.0 0.000000
2024-11-04       NIKOLA JOKIĆ  DEN TOR   5.0  1.0 22.0    0.000000 28.0 0.000000
2024-11-06       NIKOLA JOKIĆ  DEN OKC   3.0  1.0 20.0    0.000000 23.0 0.000000
2024-11-10       NIKOLA JOKIĆ  DEN DAL   3.0  3.0 21.0    0.000000 37.0 0.000000
2024-11-23       NIKOLA JOKIĆ  DEN LAL   7.0  3.0 20.0    0.000000 34.0 0.000000
2024-11-25       NIKOLA JOKIĆ  DEN NYK   7.0  2.0 20.0    0.000000 22.0 0.000000
2024-11-27       NIKOLA JOKIĆ  DEN UTA   3.0  2.0 19.0    0.000000 30.0 0.000000
2024-12-01       NIKOLA JOKIĆ  DEN LAC   7.0  2.0 24.0    0.000000 28.0 0.000000
2024-12-03       NIKOLA JOKIĆ  DEN GSW   4.0  3.0 24.0    0.000000 38.0 0.000000
2024-12-05       NIKOLA JOKIĆ  DEN CLE   3.0  0.0 26.0    0.000000 27.0 0.000000
2024-12-07       NIKOLA JOKIĆ  DEN WAS   6.0  3.0 39.0    0.000000 56.0 0.000000
2024-12-08       NIKOLA JOKIĆ  DEN ATL   6.0  3.0 29.0    0.000000 48.0 0.000000
2024-12-16       NIKOLA JOKIĆ  DEN SAC   6.0  1.0 19.0    0.000000 20.0 0.000000
2024-12-19       NIKOLA JOKIĆ  DEN POR   6.0  4.0 18.0    0.000000 34.0 0.000000
2024-12-22       NIKOLA JOKIĆ  DEN NOP   3.0  2.0 20.0    0.000000 27.0 0.000000
2024-12-23       NIKOLA JOKIĆ  DEN PHO   6.0  4.0 17.0    0.000000 32.0 0.000000
2024-12-25       NIKOLA JOKIĆ  DEN PHO   7.0  2.0 19.0    0.000000 25.0 0.000000
2024-12-27       NIKOLA JOKIĆ  DEN CLE   3.0  0.0 19.0    0.000000 27.0 0.000000
2024-12-28       NIKOLA JOKIĆ  DEN DET   5.0  4.0 17.0    0.000000 37.0 0.000000
2024-12-30       NIKOLA JOKIĆ  DEN UTA   9.0  3.0 33.0    0.000000 36.0 0.000000
2025-01-03       NIKOLA JOKIĆ  DEN SAS  10.0  3.0 36.0    0.000000 41.0 0.000000
2025-01-04       NIKOLA JOKIĆ  DEN SAS   8.0  3.0 35.0    0.000000 46.0 0.000000
2025-01-21       NIKOLA JOKIĆ  DEN PHI   3.0  2.0 15.0    0.000000 27.0 0.000000
2025-01-23       NIKOLA JOKIĆ  DEN SAC   3.0  2.0 19.0    0.000000 35.0 0.000000
2025-01-25       NIKOLA JOKIĆ  DEN MIN   4.0  2.0 13.0    0.000000 20.0 0.000000
2025-01-27       NIKOLA JOKIĆ  DEN CHI   4.0  1.0 21.0    0.000000 33.0 0.000000
2025-01-29       NIKOLA JOKIĆ  DEN NYK   7.0  3.0 15.0    0.000000 17.0 0.000000
2025-01-31       NIKOLA JOKIĆ  DEN PHI   3.0  2.0 16.0    0.000000 28.0 0.000000
2025-02-01       NIKOLA JOKIĆ  DEN CHO   7.0  2.0 17.0    0.000000 28.0 0.000000
2025-02-03       NIKOLA JOKIĆ  DEN NOP   3.0  1.0 13.0    0.000000 27.0 0.000000
2025-02-05       NIKOLA JOKIĆ  DEN NOP  13.0  5.0 28.0    0.000000 38.0 0.000000
2025-02-06       NIKOLA JOKIĆ  DEN ORL   4.0  2.0 16.0    0.000000 28.0 0.000000
2025-02-10       NIKOLA JOKIĆ  DEN POR   7.0  2.0 22.0    0.000000 40.0 0.000000
2025-02-12       NIKOLA JOKIĆ  DEN POR   3.0  0.0 20.0    0.000000 26.0 0.000000
2025-02-20       NIKOLA JOKIĆ  DEN CHO  14.0  6.0 22.0    0.000000 29.0 0.000000
2025-02-28       NIKOLA JOKIĆ  DEN DET   3.0  0.0 12.0    0.000000 23.0 0.000000
2025-03-02       NIKOLA JOKIĆ  DEN BOS   3.0  2.0 15.0    0.000000 20.0 0.000000
2025-03-07       NIKOLA JOKIĆ  DEN PHO   7.0  3.0 22.0    0.000000 31.0 0.000000
2025-03-09       NIKOLA JOKIĆ  DEN OKC  10.0  2.0 23.0    0.000000 24.0 0.000000
2025-03-12       NIKOLA JOKIĆ  DEN MIN   6.0  2.0 23.0    0.000000 34.0 0.000000
2025-03-14       NIKOLA JOKIĆ  DEN LAL   4.0  0.0 16.0    0.000000 28.0 0.000000
2025-03-15       NIKOLA JOKIĆ  DEN WAS   8.0  1.0 30.0    0.000000 40.0 0.000000
2025-03-26       NIKOLA JOKIĆ  DEN MIL   6.0  3.0 25.0    0.000000 39.0 0.000000
2025-03-28       NIKOLA JOKIĆ  DEN UTA   5.0  1.0 18.0    0.000000 27.0 0.000000
2025-04-01       NIKOLA JOKIĆ  DEN MIN  11.0  6.0 29.0    0.000000 61.0 0.000000
2025-04-04       NIKOLA JOKIĆ  DEN GSW   7.0  4.0 17.0    0.000000 33.0 0.000000
2025-04-06       NIKOLA JOKIĆ  DEN IND  11.0  3.0 33.0    0.000000 41.0 0.000000
2025-04-13       NIKOLA JOKIĆ  DEN HOU   5.0  3.0 10.0    0.000000 18.0 0.000000
2025-10-23       NIKOLA JOKIĆ  DEN GSW  13.0  2.0 23.0   40.833332 21.0 0.850694
2025-10-25       NIKOLA JOKIĆ  DEN PHO   3.0  0.0  8.0   32.033333 14.0 0.667361
2025-10-31       NIKOLA JOKIĆ  DEN POR   3.0  2.0 10.0   37.050000 21.0 0.771875
2025-11-03       NIKOLA JOKIĆ  DEN SAC  10.0  4.0 22.0   36.016666 34.0 0.750347
2025-11-05       NIKOLA JOKIĆ  DEN MIA   5.0  2.0 18.0   36.583332 33.0 0.762153
2025-11-07       NIKOLA JOKIĆ  DEN GSW   3.0  2.0 15.0   28.266666 26.0 0.588889
2025-11-12       NIKOLA JOKIĆ  DEN LAC   6.0  5.0 23.0   33.566666 55.0 0.699306
2025-11-15       NIKOLA JOKIĆ  DEN MIN   6.0  3.0 15.0   37.166668 27.0 0.774306
2025-11-17       NIKOLA JOKIĆ  DEN CHI   7.0  1.0 27.0   38.633335 36.0 0.804861
2025-11-19       NIKOLA JOKIĆ  DEN NOP   4.0  2.0 18.0   34.433334 28.0 0.717361
2025-11-21       NIKOLA JOKIĆ  DEN HOU   8.0  4.0 20.0   39.333332 34.0 0.819444
2025-11-22       NIKOLA JOKIĆ  DEN SAC   6.0  3.0 28.0   36.583332 44.0 0.762153
2025-11-24       NIKOLA JOKIĆ  DEN MEM   4.0  3.0  9.0   33.716667 17.0 0.702431
2025-12-01       NIKOLA JOKIĆ  DEN DAL  10.0  3.0 24.0   37.000000 29.0 0.770833
2025-12-03       NIKOLA JOKIĆ  DEN IND   4.0  1.0 17.0   35.283333 24.0 0.735069
2025-12-05       NIKOLA JOKIĆ  DEN ATL   8.0  1.0 26.0   35.600000 40.0 0.741667
2025-12-07       NIKOLA JOKIĆ  DEN CHA   8.0  4.0 16.0   34.833332 28.0 0.725694
2025-12-15       NIKOLA JOKIĆ  DEN HOU   9.0  5.0 27.0   42.400000 39.0 0.883333
2025-12-20       NIKOLA JOKIĆ  DEN HOU   4.0  1.0 20.0   29.133333 25.0 0.606944
2025-12-23       NIKOLA JOKIĆ  DEN DAL  10.0  5.0 22.0   36.416668 29.0 0.758681
2025-12-25       NIKOLA JOKIĆ  DEN MIN   6.0  4.0 21.0   42.600000 56.0 0.887500
2025-12-29       NIKOLA JOKIĆ  DEN MIA   4.0  1.0 14.0   19.350000 21.0 0.403125
2026-01-30       NIKOLA JOKIĆ  DEN LAC   3.0  2.0 11.0   24.533333 31.0 0.511111
2026-02-03       NIKOLA JOKIĆ  DEN DET   5.0  3.0 19.0   32.916668 24.0 0.685764
2026-02-04       NIKOLA JOKIĆ  DEN NYK  13.0  1.0 27.0   44.616665 30.0 0.929514
2026-02-19       NIKOLA JOKIĆ  DEN LAC   6.0  0.0 22.0   36.116665 22.0 0.752431
2026-02-20       NIKOLA JOKIĆ  DEN POR   4.0  3.0 15.0   29.350000 32.0 0.611458
2026-02-22       NIKOLA JOKIĆ  DEN GSW   4.0  3.0 21.0   35.900000 35.0 0.747917
2026-02-25       NIKOLA JOKIĆ  DEN BOS  13.0  4.0 28.0   32.950000 30.0 0.686458
2026-02-27       NIKOLA JOKIĆ  DEN OKC  10.0  2.0 25.0   44.566666 23.0 0.928472
2026-03-01       NIKOLA JOKIĆ  DEN MIN   4.0  1.0 26.0   37.116665 35.0 0.773264
2026-03-06       NIKOLA JOKIĆ  DEN NYK   7.0  1.0 21.0   30.850000 38.0 0.642708
2024-10-25 WENDELL CARTER JR.  ORL BRK   3.0  1.0  5.0    0.000000  8.0 0.000000
2024-10-26 WENDELL CARTER JR.  ORL MEM   3.0  0.0  6.0    0.000000  3.0 0.000000
2024-10-30 WENDELL CARTER JR.  ORL CHI   4.0  0.0 10.0    0.000000 14.0 0.000000
2024-11-27 WENDELL CARTER JR.  ORL CHI   3.0  0.0  5.0    0.000000  4.0 0.000000
2025-01-01 WENDELL CARTER JR.  ORL DET   4.0  0.0 15.0    0.000000 15.0 0.000000
2025-01-03 WENDELL CARTER JR.  ORL TOR   3.0  0.0  7.0    0.000000  6.0 0.000000
2025-01-05 WENDELL CARTER JR.  ORL UTA   3.0  1.0 10.0    0.000000 15.0 0.000000
2025-01-06 WENDELL CARTER JR.  ORL NYK   3.0  3.0 11.0    0.000000 19.0 0.000000
2025-01-09 WENDELL CARTER JR.  ORL MIN   3.0  0.0 10.0    0.000000  8.0 0.000000
2025-01-12 WENDELL CARTER JR.  ORL PHI   3.0  0.0  4.0    0.000000  4.0 0.000000
2025-01-15 WENDELL CARTER JR.  ORL MIL   4.0  2.0 12.0    0.000000 12.0 0.000000
2025-01-17 WENDELL CARTER JR.  ORL BOS   5.0  1.0  9.0    0.000000 15.0 0.000000
2025-01-19 WENDELL CARTER JR.  ORL DEN   5.0  1.0 15.0    0.000000 16.0 0.000000
2025-01-21 WENDELL CARTER JR.  ORL TOR   3.0  0.0 11.0    0.000000 10.0 0.000000
2025-02-01 WENDELL CARTER JR.  ORL UTA   3.0  0.0 10.0    0.000000  6.0 0.000000
2025-02-06 WENDELL CARTER JR.  ORL DEN   3.0  1.0  9.0    0.000000 19.0 0.000000
2025-03-02 WENDELL CARTER JR.  ORL TOR   3.0  1.0  6.0    0.000000 14.0 0.000000
2025-03-06 WENDELL CARTER JR.  ORL CHI   3.0  2.0  9.0    0.000000 17.0 0.000000
2025-03-08 WENDELL CARTER JR.  ORL MIL   3.0  0.0  7.0    0.000000  7.0 0.000000
2025-03-10 WENDELL CARTER JR.  ORL HOU   4.0  1.0  8.0    0.000000  8.0 0.000000
2025-03-16 WENDELL CARTER JR.  ORL CLE   4.0  2.0 13.0    0.000000 16.0 0.000000
2025-03-21 WENDELL CARTER JR.  ORL WAS   4.0  2.0 13.0    0.000000 16.0 0.000000
2025-03-24 WENDELL CARTER JR.  ORL LAL   3.0  1.0 10.0    0.000000 12.0 0.000000
2025-03-25 WENDELL CARTER JR.  ORL CHO   4.0  1.0  5.0    0.000000  5.0 0.000000
2025-03-27 WENDELL CARTER JR.  ORL DAL   4.0  1.0 10.0    0.000000 12.0 0.000000
2025-03-29 WENDELL CARTER JR.  ORL SAC   3.0  3.0  4.0    0.000000 12.0 0.000000
2025-03-31 WENDELL CARTER JR.  ORL LAC   3.0  0.0 11.0    0.000000  9.0 0.000000
2025-04-08 WENDELL CARTER JR.  ORL ATL   3.0  1.0  9.0    0.000000 17.0 0.000000
2025-10-30 WENDELL CARTER JR.  ORL CHA   5.0  3.0  9.0   26.883333 18.0 0.560069
2025-11-01 WENDELL CARTER JR.  ORL WAS   3.0  2.0 10.0   28.033333 16.0 0.584028
2025-11-04 WENDELL CARTER JR.  ORL ATL   4.0  1.0  8.0   30.000000 11.0 0.625000
2025-11-07 WENDELL CARTER JR.  ORL BOS   4.0  2.0 10.0   31.133333 18.0 0.648611
2025-11-09 WENDELL CARTER JR.  ORL BOS   6.0  2.0 10.0   31.750000 12.0 0.661458
2025-11-10 WENDELL CARTER JR.  ORL POR   3.0  1.0 12.0   29.683332 19.0 0.618403
2025-11-16 WENDELL CARTER JR.  ORL HOU   4.0  2.0 11.0   37.416668 15.0 0.779514
2025-11-18 WENDELL CARTER JR.  ORL GSW   3.0  1.0  7.0   35.116665 17.0 0.731597
2025-11-20 WENDELL CARTER JR.  ORL LAC   3.0  1.0 11.0   31.700000  7.0 0.660417
2025-11-28 WENDELL CARTER JR.  ORL DET   4.0  2.0  7.0   32.233334  8.0 0.671528
2025-12-03 WENDELL CARTER JR.  ORL SAS   4.0  0.0  9.0   28.600000  5.0 0.595833
2025-12-07 WENDELL CARTER JR.  ORL NYK   5.0  1.0  8.0   33.450000  8.0 0.696875
2025-12-09 WENDELL CARTER JR.  ORL MIA   3.0  2.0  8.0   30.900000 14.0 0.643750
2025-12-18 WENDELL CARTER JR.  ORL DEN   7.0  4.0 15.0   28.566668 26.0 0.595139
2025-12-20 WENDELL CARTER JR.  ORL UTA   3.0  1.0  9.0   37.450000 14.0 0.780208
2025-12-22 WENDELL CARTER JR.  ORL GSW   3.0  0.0  8.0   28.733334  9.0 0.598611
2025-12-23 WENDELL CARTER JR.  ORL POR   4.0  1.0 11.0   30.783333 14.0 0.641319
2025-12-26 WENDELL CARTER JR.  ORL CHA   5.0  2.0 10.0   28.333334 16.0 0.590278
2025-12-27 WENDELL CARTER JR.  ORL DEN   4.0  1.0 16.0   37.816666 18.0 0.787847
2025-12-29 WENDELL CARTER JR.  ORL TOR   5.0  1.0 10.0   31.683332  9.0 0.660069
2026-01-02 WENDELL CARTER JR.  ORL CHI   6.0  2.0 12.0   31.766666 13.0 0.661806
2026-01-04 WENDELL CARTER JR.  ORL IND   3.0  1.0 10.0   31.516666 18.0 0.656597
2026-01-06 WENDELL CARTER JR.  ORL WAS   3.0  0.0  6.0   19.566668  2.0 0.407639
2026-01-07 WENDELL CARTER JR.  ORL BRK   4.0  0.0 14.0   39.366665 20.0 0.820139
2026-01-09 WENDELL CARTER JR.  ORL PHI   6.0  1.0 13.0   28.883333 13.0 0.601736
2026-01-15 WENDELL CARTER JR.  ORL MEM   4.0  1.0  7.0   28.533333  9.0 0.594444
2026-01-18 WENDELL CARTER JR.  ORL MEM   7.0  4.0 11.0   32.966667 18.0 0.686806
2026-01-22 WENDELL CARTER JR.  ORL CHA   3.0  0.0  6.0   20.000000  4.0 0.416667
2026-01-24 WENDELL CARTER JR.  ORL CLE   5.0  1.0  9.0   29.816668 11.0 0.621181
2026-01-26 WENDELL CARTER JR.  ORL CLE   4.0  1.0  8.0   33.500000  9.0 0.697917
2026-01-28 WENDELL CARTER JR.  ORL MIA   5.0  2.0  8.0   27.033333 10.0 0.563194
2026-01-30 WENDELL CARTER JR.  ORL TOR   4.0  2.0 14.0   34.866665 23.0 0.726389
2026-02-03 WENDELL CARTER JR.  ORL OKC   3.0  1.0  7.0   23.450000  9.0 0.488542
2026-02-09 WENDELL CARTER JR.  ORL MIL   4.0  0.0  8.0   24.250000  4.0 0.505208
2026-02-11 WENDELL CARTER JR.  ORL MIL   3.0  0.0  7.0   30.600000  6.0 0.637500
