player,team,opp,is_home,pred_fg3a,pred_rate,pred_fg3,baseline_fg3,delta_fg3,p_over_baseline_2,p_ge_2,p_ge_3
Duncan Robinson,DET,WAS,1,7.31026330407274,0.32054277126848424,2.3432520581897824,1.2327044025157232,1.1105476556740592,0.20950302472154192,0.67899804155429,0.4153973288872894
Tre Johnson,WAS,DET,0,6.991310476453528,0.3281556265814428,2.294237870026013,1.2361111111111112,1.0581267589149017,0.19948249067732315,0.6678149307097851,0.40243257453497994
Bub Carrington,WAS,DET,0,6.719462781003055,0.3281556265814428,2.2050295191907416,1.222079589216945,0.9829499299737967,0.18163747863333857,0.6466542425276028,0.37863457298696024
Kyshawn George,WAS,DET,0,6.068000017632127,0.3281556265814428,1.991248347882277,1.238834487700024,0.752413860182253,0.14130079498592574,0.5916201529266697,0.3209547843329741
Will Riley,WAS,DET,0,5.602576820548525,0.33191708796840275,1.859590983395739,1.2826735218508998,0.5769174615448391,0.11847032233818255,0.5546578347445976,0.28538362181385013
Cade Cunningham,DET,WAS,1,5.594912288888544,0.3281556265814428,1.8360019478284346,1.2626582278481013,0.5733437199803333,0.11456165607491964,0.5477891168612127,0.2790376985656742
Alex Sarr,WAS,DET,0,4.244712517761012,0.3281556265814428,1.3929262959239586,1.2394239423942395,0.15350235352971908,0.052930725240499465,0.40572273197238395,0.16479539814079136
Jamir Watkins(TW),WAS,DET,0,4.264814632664162,0.31392707409449927,1.338840779187667,1.2578995044492993,0.08094127473836776,0.047069806338191245,0.38687433623848455,0.15192365664896101
Bilal Coulibaly,WAS,DET,0,3.7084283955032173,0.31936916738543336,1.184357688980361,1.2652238408580883,-0.08086615187772717,0.03242800133779289,0.33171187093214105,0.11713853004697605
Justin Champagnie,WAS,DET,0,3.3479054840973683,0.3281556265814428,1.0986340218694206,1.240740740740741,-0.14210671887132031,0.025641069083444656,0.300470529223544,0.09930878215830052
Tobias Harris,DET,WAS,1,3.1521094040224673,0.3275865695208778,1.0325887064182186,0.0,1.0325887064182186,0.27622774495446645,0.27622774495446645,0.08639235941239898
Daniss Jenkins(TW),DET,WAS,1,3.167037356271032,0.31739177855000705,1.0051916192411752,1.2575230606381371,-0.25233144139696195,0.019308125866453807,0.26615099908505435,0.08125881662410572
Caris LeVert,DET,WAS,1,2.673651143464289,0.3275865695208778,0.8758522061830386,0.0,0.8758522061830386,0.2186945778180216,0.2186945778180216,0.058939790739075404
Isaiah Stewart,DET,WAS,1,2.3382479160986476,0.3281556265814428,0.7673092100101047,1.2237224761113419,-0.4564132661012372,0.007882092922576245,0.1795079358483126,0.042838100675471
Marvin Bagley III,WAS,DET,0,1.7564919299952593,0.32054277126848424,0.5630307909514088,1.222523360705473,-0.6594925697540642,0.002680377511887877,0.10988449146026913,0.01962079161745467
Jalen Duren,DET,WAS,1,1.2958597390195818,0.32445918281798525,0.42045359196902116,1.2380952380952381,-0.817641646126217,0.0009324574422524545,0.06711872813750241,0.00906829513295837
