player,team,opp,is_home,pred_fg3a,pred_rate,pred_fg3,baseline_fg3,delta_fg3,p_over_baseline_2,p_ge_2,p_ge_3
Luka Dončić,LAL,PHI,1,10.535777926355564,0.3281556265814428,3.4573748069461443,1.2394239423942395,2.217950864551905,0.4541420628471613,0.8595375130309824,0.671196834827942
Paul George,PHI,LAL,0,6.349544609928124,0.31739177855000705,2.015293256727698,1.2575230606381371,0.7577701960895609,0.1456466594941106,0.5981177586999669,0.32746293790824454
VJ Edgecombe,PHI,LAL,0,5.798539568201263,0.32445918281798525,1.8813894098363348,1.238834487700024,0.6425549221363109,0.12213294682745679,0.5609389449661019,0.29125794148720274
Kelly Oubre Jr.,PHI,LAL,0,5.720263304072741,0.32054277126848424,1.8335890518728926,1.2327044025157232,0.6008846493571693,0.11416509623414606,0.5470823361457544,0.27838929960563075
Austin Reaves,LAL,PHI,1,4.949730808576888,0.32639956498430456,1.6155899827089062,0.0,1.6155899827089062,0.48009038292776296,0.48009038292776296,0.2206781253397253
Joel Embiid,PHI,LAL,0,4.378331102572803,0.3281556265814428,1.4367739863457976,1.2626582278481013,0.17411575849769623,0.05795943677061455,0.4207950887498033,0.17545760721762393
Quentin Grimes,PHI,LAL,0,4.436506318133638,0.32054277126848424,1.422090029964696,1.222523360705473,0.19956666925922284,0.056247897407927905,0.4157692263095323,0.17186555646194568
LeBron James,LAL,PHI,1,4.207035901527666,0.32054277126848424,1.348534946701684,1.222079589216945,0.12645535748473913,0.04809238796830473,0.39027255911704173,0.15420672866422902
Marcus Smart,LAL,PHI,1,3.807740695019203,0.31936916738543336,1.216074975387914,1.2237224761113419,-0.007647500723427791,0.03518019546339024,0.3431748129266896,0.12401745500876415
Jake LaRavia,LAL,PHI,1,3.4800536509040123,0.3275865695208778,1.1400188372482518,0.0,1.1400188372482518,0.3155941612469184,0.3155941612469184,0.10777280769148956
Andre Drummond,PHI,LAL,0,2.430974337862744,0.3281556265814428,0.7977379070447568,1.240740740740741,-0.44300283369598414,0.00899339252721687,0.19039495644737947,0.04709789248964957
Dominick Barlow(TW),PHI,LAL,0,2.3736025100748543,0.32054277126848424,0.7608411264692241,1.2380952380952381,-0.47725411162601405,0.00765811686771134,0.17720608673359284,0.041958706561707526
Deandre Ayton,LAL,PHI,1,1.2949139438335966,0.3281556265814428,0.42493329660776114,1.2652238408580883,-0.8402905442503271,0.0009694069485253198,0.0683595233447869,0.009330534549873648
