game_date,player,team,opp,stat,pred_mean,baseline_mean,minutes_proj,dist_name,dispersion,is_eligible,eligibility_reason,model_name,model_version,line,side,p_hit
2025-01-06,A.J. Green,MIL,TOR,ast,1.6623792250895246,1.3870967741935485,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,0.5,over,0.8103128655959763
2025-01-06,A.J. Green,MIL,TOR,ast,1.6623792250895246,1.3870967741935485,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,1.5,under,0.5050190859040373
2025-01-06,A.J. Green,MIL,TOR,ast,1.6623792250895246,1.3870967741935485,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,2.5,under,0.7671197284943173
2025-01-06,A.J. Green,MIL,TOR,fg3,1.6508728555938024,2.419354838709677,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,0.5,over,0.7685266006036915
2025-01-06,A.J. Green,MIL,TOR,fg3,1.6508728555938024,2.419354838709677,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,1.5,under,0.5331023322552564
2025-01-06,A.J. Green,MIL,TOR,fg3,1.6508728555938024,2.419354838709677,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,2.5,under,0.7613981957649537
2025-01-06,A.J. Green,MIL,TOR,pts,7.283862719960743,8.161290322580644,,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,6.5,over,0.5622634575918688
2025-01-06,A.J. Green,MIL,TOR,pts,7.283862719960743,8.161290322580644,,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,7.5,under,0.5641788983714936
2025-01-06,A.J. Green,MIL,TOR,pts,7.283862719960743,8.161290322580644,,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,8.5,under,0.6780452603181564
2025-01-06,A.J. Green,MIL,TOR,reb,2.714348100021043,2.2580645161290325,,poisson,0.0,0,minutes_lt_12,reb_hgbr,v1,1.5,over,0.7539313987451828
2025-01-06,A.J. Green,MIL,TOR,reb,2.714348100021043,2.2580645161290325,,poisson,0.0,0,minutes_lt_12,reb_hgbr,v1,2.5,over,0.5098837161845265
2025-01-06,A.J. Green,MIL,TOR,reb,2.714348100021043,2.2580645161290325,,poisson,0.0,0,minutes_lt_12,reb_hgbr,v1,3.5,under,0.7109264049731591
2025-01-06,Alex Len,SAC,MIA,ast,0.6377782789765601,0.8,8.68,poisson,0.0,0,minutes_lt_10|pred_mean_lt_1,ast_hgbr,v1,0.5,under,0.5284652230407249
2025-01-06,Alex Len,SAC,MIA,ast,0.6377782789765601,0.8,8.68,poisson,0.0,0,minutes_lt_10|pred_mean_lt_1,ast_hgbr,v1,1.5,under,0.865508863490602
2025-01-06,Alex Len,SAC,MIA,fg3,0.0,0.0,8.68,nbinom,0.16167095985722266,0,minutes_lt_10|pred_mean_lt_0p5|fg3a_lt_1p5,fg3_composed,v1,0.5,under,1.0
2025-01-06,Alex Len,SAC,MIA,fg3,0.0,0.0,8.68,nbinom,0.16167095985722266,0,minutes_lt_10|pred_mean_lt_0p5|fg3a_lt_1p5,fg3_composed,v1,1.5,under,1.0
2025-01-06,Amir Coffey,LAC,MIN,ast,1.45383812694939,0.8,27.886666400000003,poisson,0.0,1,ok,ast_hgbr,v1,0.5,over,0.7663282969057059
2025-01-06,Amir Coffey,LAC,MIN,ast,1.45383812694939,0.8,27.886666400000003,poisson,0.0,1,ok,ast_hgbr,v1,1.5,under,0.5733925342419768
2025-01-06,Amir Coffey,LAC,MIN,ast,1.45383812694939,0.8,27.886666400000003,poisson,0.0,1,ok,ast_hgbr,v1,2.5,under,0.8203420826626954
2025-01-06,Amir Coffey,LAC,MIN,fg3,1.0719293459294963,2.4761904761904763,27.886666400000003,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.5,over,0.6278848985306926
2025-01-06,Amir Coffey,LAC,MIN,fg3,1.0719293459294963,2.4761904761904763,27.886666400000003,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,1.5,under,0.7120802847951782
2025-01-06,Amir Coffey,LAC,MIN,fg3,1.0719293459294963,2.4761904761904763,27.886666400000003,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,2.5,under,0.8924836880492304
