game_date,player,team,opp,stat,pred_mean,baseline_mean,minutes_proj,dist_name,dispersion,is_eligible,eligibility_reason,model_name,model_version,line,side,p_hit,edge_raw,edge_abs,score_safe,score_balanced,score_lotto,game_key,ticket_type,leg_order,ticket_id
2025-01-06,Grayson Allen,PHO,PHI,ast,1.9961771496059324,1.9999999999999998,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,0.5,over,0.864146360053739,1.4961771496059324,1.4961771496059324,0.9108029028711354,0.9241333436761059,0.9374637844810763,PHI_PHO,safe,1,2025-01-06_safe_1
2025-01-06,Guerschon Yabusele,PHI,PHO,ast,1.966751416109973,1.6,27.33666659999999,poisson,0.0,1,ok,ast_hgbr,v1,0.5,over,0.8600893698261765,1.466751416109973,1.466751416109973,0.9012998593181625,0.9130742848873014,0.9248487104564402,PHI_PHO,safe,2,2025-01-06_safe_1
2025-01-06,Naz Reid,MIN,LAC,ast,1.9456773781751981,1.6,25.783333399999993,poisson,0.0,1,ok,ast_hgbr,v1,0.5,over,0.8571096002895202,1.4456773781751981,1.4456773781751981,0.8944457368794033,0.9051132044765128,0.9157806720736223,LAC_MIN,safe,3,2025-01-06_safe_1
2025-01-06,Grayson Allen,PHO,PHI,ast,1.9961771496059324,1.9999999999999998,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,0.5,over,0.864146360053739,1.4961771496059324,1.4961771496059324,0.9108029028711354,0.9241333436761059,0.9374637844810763,PHI_PHO,balanced,1,2025-01-06_balanced_1
2025-01-06,Guerschon Yabusele,PHI,PHO,ast,1.966751416109973,1.6,27.33666659999999,poisson,0.0,1,ok,ast_hgbr,v1,0.5,over,0.8600893698261765,1.466751416109973,1.466751416109973,0.9012998593181625,0.9130742848873014,0.9248487104564402,PHI_PHO,balanced,2,2025-01-06_balanced_1
2025-01-06,Naz Reid,MIN,LAC,ast,1.9456773781751981,1.6,25.783333399999993,poisson,0.0,1,ok,ast_hgbr,v1,0.5,over,0.8571096002895202,1.4456773781751981,1.4456773781751981,0.8944457368794033,0.9051132044765128,0.9157806720736223,LAC_MIN,balanced,3,2025-01-06_balanced_1
2025-01-06,Wendell Moore Jr.,DET,POR,ast,1.923399937639649,1.5,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,0.5,over,0.8538906460007791,1.423399937639649,1.423399937639649,0.887155350598804,0.8966595519125256,0.9061637532262469,DET_POR,balanced,4,2025-01-06_balanced_1
2025-01-06,Grayson Allen,PHO,PHI,ast,1.9961771496059324,1.9999999999999998,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,0.5,over,0.864146360053739,1.4961771496059324,1.4961771496059324,0.9108029028711354,0.9241333436761059,0.9374637844810763,PHI_PHO,lotto,1,2025-01-06_lotto_1
2025-01-06,Guerschon Yabusele,PHI,PHO,ast,1.966751416109973,1.6,27.33666659999999,poisson,0.0,1,ok,ast_hgbr,v1,0.5,over,0.8600893698261765,1.466751416109973,1.466751416109973,0.9012998593181625,0.9130742848873014,0.9248487104564402,PHI_PHO,lotto,2,2025-01-06_lotto_1
2025-01-06,Naz Reid,MIN,LAC,ast,1.9456773781751981,1.6,25.783333399999993,poisson,0.0,1,ok,ast_hgbr,v1,0.5,over,0.8571096002895202,1.4456773781751981,1.4456773781751981,0.8944457368794033,0.9051132044765128,0.9157806720736223,LAC_MIN,lotto,3,2025-01-06_lotto_1
2025-01-06,Wendell Moore Jr.,DET,POR,ast,1.923399937639649,1.5,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,0.5,over,0.8538906460007791,1.423399937639649,1.423399937639649,0.887155350598804,0.8966595519125256,0.9061637532262469,DET_POR,lotto,4,2025-01-06_lotto_1
2025-01-06,Harrison Barnes,SAS,CHI,fg3,1.9832644845520646,1.6390243902439026,29.053333399999993,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.5,over,0.8209777013356854,1.4832644845520646,1.4832644845520646,0.8797303215338002,0.8965167844475472,0.9133032473612943,CHI_SAS,lotto,5,2025-01-06_lotto_1
