stat,additive_adj,multiplier
ast,0.0328534134139562,1.0117814337259416
fg3,0.03609954758445899,1.0262305971600945
pts,-0.05210843082739203,0.9956468531887349
reb,-0.20857682038913428,0.9559518475014578
