game_date,player,team,opp,stat,pred_mean,baseline_mean,minutes_proj,dist_name,dispersion,is_eligible,eligibility_reason,model_name,model_version,line,side,p_hit
2025-01-07,Aaron Gordon,DEN,BOS,ast,2.111068021427772,3.0588235294117645,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,1.5,over,0.6232230604566503
2025-01-07,Aaron Gordon,DEN,BOS,ast,2.111068021427772,3.0588235294117645,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,2.5,under,0.6466436193168716
2025-01-07,Aaron Gordon,DEN,BOS,ast,2.111068021427772,3.0588235294117645,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,3.5,under,0.8365459252231287
2025-01-07,Aaron Gordon,DEN,BOS,fg3,1.1102116610887867,1.2941176470588236,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,0.5,over,0.6397994106101655
2025-01-07,Aaron Gordon,DEN,BOS,fg3,1.1102116610887867,1.2941176470588236,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,1.5,under,0.6992447854727322
2025-01-07,Aaron Gordon,DEN,BOS,fg3,1.1102116610887867,1.2941176470588236,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,2.5,under,0.8846070585863546
2025-01-07,Aaron Gordon,DEN,BOS,pts,12.582026658651529,13.705882352941178,,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,11.5,over,0.5613046679093134
2025-01-07,Aaron Gordon,DEN,BOS,pts,12.582026658651529,13.705882352941178,,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,12.5,under,0.5270782729381662
2025-01-07,Aaron Gordon,DEN,BOS,pts,12.582026658651529,13.705882352941178,,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,13.5,under,0.6110284469887342
2025-01-07,Aaron Gordon,DEN,BOS,reb,5.228735219073555,5.764705882352941,,poisson,0.0,0,minutes_lt_12,reb_hgbr,v1,4.5,over,0.5986852369636395
2025-01-07,Aaron Gordon,DEN,BOS,reb,5.228735219073555,5.764705882352941,,poisson,0.0,0,minutes_lt_12,reb_hgbr,v1,5.5,under,0.5758934209381663
2025-01-07,Aaron Gordon,DEN,BOS,reb,5.228735219073555,5.764705882352941,,poisson,0.0,0,minutes_lt_12,reb_hgbr,v1,6.5,under,0.72803101711646
2025-01-07,Al Horford,BOS,DEN,ast,2.6125210478008603,2.285714285714286,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,1.5,over,0.7350237734092326
2025-01-07,Al Horford,BOS,DEN,ast,2.6125210478008603,2.285714285714286,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,2.5,under,0.5152907944370257
2025-01-07,Al Horford,BOS,DEN,ast,2.6125210478008603,2.285714285714286,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,3.5,under,0.733274820126868
2025-01-07,Al Horford,BOS,DEN,fg3,1.8733521399241626,1.9642857142857144,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,0.5,over,0.8053307082395347
2025-01-07,Al Horford,BOS,DEN,fg3,1.8733521399241626,1.9642857142857144,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,1.5,over,0.5254216803397422
2025-01-07,Al Horford,BOS,DEN,fg3,1.8733521399241626,1.9642857142857144,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,2.5,under,0.7083487090249955
2025-01-07,Al Horford,BOS,DEN,pts,9.659123567499195,8.678571428571429,,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,8.5,over,0.5874198211813557
