game_date,player,team,opp,stat,side,line,pred_mean,p_hit,minutes_proj,edge_raw,edge_norm,edge_rank_pct,score_safe,score_balanced,score_lotto,rank_score,overall_rank,overall_rank_pct,stat_rank,stat_rank_pct,team_rank,player_rank,edge_tier,can_safe,can_balanced,can_lotto,baseline_mean,dist_name,dispersion,is_eligible,eligibility_reason,model_name,model_version,minutes_conf,prob_edge,stat_vol_penalty,extreme_line_penalty,reb_top_bucket_bonus,ast_extreme_tail_penalty,score
2025-01-04,Tobias Harris,DET,MIN,fg3,under,2.5,1.0313064853823872,0.9006458540880746,30.143332999999995,1.4686935146176128,1.0304892120002902,0.9544468546637744,1.0900271106136399,1.2983691764112135,1.464490573782094,1.4917387226191359,1,1.0,1,1.0,1,1,tier_1,1,1,1,1.2358208955223882,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.8373148055555554,0.4006458540880746,0.1,0.0,0.0,0.0,1.2983691764112135
2025-01-04,Russell Westbrook,DEN,SAS,fg3,under,2.5,1.0384975865334256,0.8992163900638186,29.926666799999992,1.4615024134665744,1.0236333719102053,0.9457700650759219,1.0839774610494435,1.2906446669652403,1.4552601686363262,1.4824124824627305,2,0.9972602739726028,2,0.9880952380952381,1,1,tier_1,1,1,1,0.5333333333333333,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.8312962999999998,0.3992163900638186,0.1,0.0,0.0,0.0,1.2906446669652403
2025-01-04,Peyton Watson,DEN,SAS,fg3,under,2.5,1.017970258275764,0.9032786991019859,23.493333599999993,1.482029741724236,1.0432767732896835,0.96529284164859,1.036801692972726,1.2751245146674879,1.4522966251247442,1.4635899229675644,3,0.9945205479452055,3,0.9761904761904762,2,1,tier_1,1,1,1,0.6111111111111112,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.6525925999999997,0.4032786991019859,0.1,0.0,0.0,0.0,1.2751245146674879
2025-01-04,Ryan Rollins,MIL,POR,reb,under,3.5,2.0517208730691783,0.8476719990564409,18.556666459999995,1.4482791269308217,0.8290483655676193,0.998003992015968,0.9108474384685868,1.3256568639822883,1.496311314611408,1.4611802022313836,4,0.9917808219178083,1,1.0,1,1,tier_1,0,1,1,3.5999999999999996,poisson,0.0,1,ok,reb_hgbr,v1,0.5154629572222221,0.34767199905644086,0.03,0.0,0.16,0.0,1.3256568639822883
2025-01-04,Johnny Juzang,UTA,MIA,fg3,under,2.5,1.0112490980480586,0.9045964972751313,18.026666599999995,1.4887509019519414,1.0497577907639541,0.9696312364425163,0.9906469712979269,1.252148210688303,1.4373727541750052,1.435867417410212,5,0.989041095890411,4,0.9642857142857143,1,1,tier_1,0,1,1,1.894736842105263,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.5007407388888887,0.40459649727513125,0.1,0.0,0.0,0.0,1.252148210688303
2025-01-04,Anfernee Simons,POR,MIL,reb,over,1.5,2.9624742638588395,0.7951762897067614,33.1500004,1.4624742638588395,0.7346914825509885,0.9940119760479041,0.9480732469414789,1.2787175699601694,1.4158285028288495,1.4284109371651212,6,0.9863013698630136,2,0.9897959183673469,1,1,tier_1,1,1,1,2.8,poisson,0.0,1,ok,reb_hgbr,v1,0.9208333444444445,0.29517628970676135,0.03,0.0,0.16,0.0,1.2787175699601694
2025-01-04,Haywood Highsmith,MIA,UTA,fg3,under,2.5,1.1047467239377966,0.8857419074325493,28.98666699999999,1.3952532760622034,0.9617299252954836,0.9327548806941431,1.0379215549263414,1.2258007595387497,1.3758387460796009,1.4170678630182385,7,0.9835616438356164,5,0.9523809523809523,1,1,tier_1,1,1,1,1.575,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.8051851944444441,0.3857419074325493,0.1,0.0,0.0,0.0,1.2258007595387497
2025-01-04,Brook Lopez,MIL,POR,ast,over,0.5,1.977143216136791,0.8615357647767594,30.879999399999996,1.477143216136791,0.8560965380110866,0.9900199600798403,1.095043630112706,1.1658485119440833,1.2379531760739582,1.3895803155077955,8,0.9808219178082191,1,1.0,2,1,tier_1,1,1,1,2.0,poisson,0.0,1,ok,ast_hgbr,v1,0.857777761111111,0.3615357647767594,0.04,0.0,0.0,0.06,1.1658485119440833
2025-01-04,Amir Coffey,LAC,ATL,reb,over,1.5,2.954523817961665,0.7939556050613402,26.9999998,1.454523817961665,0.7314316340746618,0.9920159680638723,0.8867443140782066,1.238507318814305,1.382360424964436,1.3823551374349035,9,0.9780821917808219,3,0.9795918367346939,1,1,tier_1,1,1,1,3.0,poisson,0.0,1,ok,reb_hgbr,v1,0.7499999944444444,0.2939556050613402,0.03,0.0,0.16,0.0,1.238507318814305
2025-01-04,Tobias Harris,DET,MIN,ast,over,0.5,1.962435742263013,0.8594842563816785,30.143332999999995,1.462435742263013,0.8496739887799427,0.9860279441117764,1.0818898100633054,1.1543335615685897,1.2269158505111695,1.3766417939189146,10,0.9753424657534246,2,0.9891304347826086,2,2,tier_1,1,1,1,1.9999999999999998,poisson,0.0,1,ok,ast_hgbr,v1,0.8373148055555554,0.35948425638167847,0.04,0.0,0.0,0.06,1.1543335615685897
2025-01-04,Christian Braun,DEN,SAS,ast,over,0.5,1.9108787589098069,0.8520496832052576,34.436667,1.4108787589098069,0.8269469249976962,0.9600798403193613,1.1075393792623949,1.152899142381113,1.2159399546451504,1.3759682716695012,11,0.9726027397260274,3,0.9782608695652174,3,1,tier_1,1,1,1,3.0,poisson,0.0,1,ok,ast_hgbr,v1,0.9565740833333334,0.35204968320525765,0.04,0.0,0.0,0.06,1.152899142381113
