game_date,player,team,opp,stat,pred_mean,baseline_mean,minutes_proj,dist_name,dispersion,is_eligible,eligibility_reason,model_name,model_version,line,side,p_hit,edge_raw,edge_norm,minutes_conf,prob_edge,stat_vol_penalty,extreme_line_penalty,edge_rank_pct,reb_top_bucket_bonus,ast_extreme_tail_penalty,score_safe,score_balanced,score_lotto,can_safe,can_balanced,can_lotto,score
2025-01-04,A.J. Green,MIL,POR,ast,1.7664694427129901,1.3333333333333335,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,0.5,over,0.8290645779629613,1.2664694427129901,0.7614331436563457,0.0,0.3290645779629613,0.04,0.0,0.9241516966067864,0.0,0.0,0.7524778829720963,0.9411705999095865,0.9923107363835769,0,0,0,0.9411705999095865
2025-01-04,A.J. Green,MIL,POR,ast,1.7664694427129901,1.3333333333333335,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,1.5,over,0.5271123782572839,0.2664694427129901,0.16020810183833856,0.0,0.027112378257283853,0.04,0.0,0.20359281437125748,0.0,0.0,0.08496850999401184,0.15030093803954322,0.18143790566240497,0,0,0,0.15030093803954322
2025-01-04,A.J. Green,MIL,POR,ast,1.7664694427129901,1.3333333333333335,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,2.5,under,0.739582288712741,0.7335305572870099,0.4410169399796686,0.0,0.239582288712741,0.04,0.0,0.5828343313373253,0.0,0.0,0.5008953802554912,0.589589228048664,0.5986711149142502,0,0,0,0.589589228048664
2025-01-04,A.J. Green,MIL,POR,fg3,1.8437920626349402,2.2666666666666666,0.0,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,0.5,over,0.8008551631983097,1.3437920626349402,0.7968620652565024,0.0,0.30085516319830974,0.1,0.0,0.8438177874186551,0.0,0.0,0.6110528215680443,0.8671699749538523,1.0270186115412232,0,0,0,0.8671699749538523
2025-01-04,A.J. Green,MIL,POR,fg3,1.8437920626349402,2.2666666666666666,0.0,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,1.5,over,0.5179916182385025,0.3437920626349402,0.20386699748240358,0.0,0.017991618238502483,0.1,0.0,0.21691973969631237,0.0,0.0,0.05700360571637043,0.1537782099000002,0.2191490872618203,0,0,0,0.1537782099000002
2025-01-04,A.J. Green,MIL,POR,fg3,1.8437920626349402,2.2666666666666666,0.0,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,2.5,under,0.7153746307983612,0.6562079373650598,0.3891280702916952,0.0,0.21537463079836117,0.1,0.0,0.4490238611713666,0.0,0.0,0.3684335416090881,0.4760720212721272,0.5314969242599634,0,0,0,0.4760720212721272
2025-01-04,A.J. Green,MIL,POR,pts,8.5321855375377,7.733333333333333,0.0,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,7.5,over,0.5825241248955143,1.0321855375376998,0.33431935954508696,0.0,0.0825241248955143,0.06,0.0,0.7844311377245509,0.0,0.0,0.20119676411623302,0.327176338161072,0.39605677290828595,0,0,0,0.327176338161072
2025-01-04,A.J. Green,MIL,POR,pts,8.5321855375377,7.733333333333333,0.0,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,8.5,under,0.5327869259550412,-0.032185537537699815,-0.01042472298331844,0.0,0.03278692595504118,0.06,0.0,0.1157684630738523,0.0,0.0,0.019025286085289816,0.01059164524522168,-0.002385698286250082,0,0,0,0.01059164524522168
2025-01-04,A.J. Green,MIL,POR,pts,8.5321855375377,7.733333333333333,0.0,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,9.5,under,0.6399685630681845,0.9678144624623002,0.31346991357845005,0.0,0.1399685630681845,0.06,0.0,0.7345309381237525,0.0,0.0,0.2693418689976714,0.3643111444619846,0.40454362233132063,0,0,0,0.3643111444619846
2025-01-04,A.J. Green,MIL,POR,reb,3.32193026137234,2.2666666666666666,0.0,poisson,0.0,0,minutes_lt_12,reb_hgbr,v1,2.5,over,0.6449587287403203,0.8219302613723398,0.3953630632315573,0.0,0.14495872874032034,0.03,0.0,0.6067864271457086,0.0,0.0,0.317099928811868,0.4748813174618632,0.5713418708053161,0,0,0,0.4748813174618632
2025-01-04,A.J. Green,MIL,POR,reb,3.32193026137234,2.2666666666666666,0.0,poisson,0.0,0,minutes_lt_12,reb_hgbr,v1,3.5,under,0.5754984780195638,0.17806973862766018,0.08565470897144865,0.0,0.07549847801956378,0.03,0.0,0.1377245508982036,0.0,0.0,0.11897405159708976,0.14230216057348918,0.14699366391287605,0,0,0,0.14230216057348918
2025-01-04,A.J. Green,MIL,POR,reb,3.32193026137234,2.2666666666666666,0.0,poisson,0.0,0,minutes_lt_12,reb_hgbr,v1,4.5,under,0.7585843446378834,1.1780697386276602,0.5666724811744546,0.0,0.2585843446378834,0.03,0.0,0.8762475049900199,0.07,0.0,0.5261857489987577,0.8087726990862861,0.9307884531038644,0,0,0,0.8087726990862861
2025-01-04,Aaron Gordon,DEN,SAS,ast,1.941070583637902,3.0588235294117645,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,0.5,over,0.8564498149959192,1.441070583637902,0.8402964511559272,0.0,0.3564498149959192,0.04,0.0,0.9760479041916168,0.0,0.06,0.7574158888009908,0.9711504197259909,1.0920860246288902,0,0,0,0.9711504197259909
2025-01-04,Aaron Gordon,DEN,SAS,ast,1.941070583637902,3.0588235294117645,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,1.5,over,0.5778087736087192,0.4410705836379021,0.25719076521884715,0.0,0.07780877360871918,0.04,0.0,0.3473053892215569,0.0,0.0,0.1955433011742368,0.27982107551646174,0.3133105738810169,0,0,0,0.27982107551646174
2025-01-04,Aaron Gordon,DEN,SAS,ast,1.941070583637902,3.0588235294117645,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,2.5,under,0.6926221908067433,0.5589294163620979,0.3259149207182329,0.0,0.19262219080674325,0.04,0.0,0.4431137724550898,0.0,0.0,0.38891899422772375,0.4487947083762222,0.44927964537908976,0,0,0,0.4487947083762222
2025-01-04,Aaron Gordon,DEN,SAS,fg3,1.0391390009035437,1.2941176470588236,0.0,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,0.5,over,0.6173144399189011,0.5391390009035437,0.3775524857479691,0.0,0.11731443991890111,0.1,0.0,0.44251626898047725,0.0,0.0,0.24018679206816737,0.37775107826047805,0.46483067627816166,0,0,0,0.37775107826047805
2025-01-04,Aaron Gordon,DEN,SAS,fg3,1.0391390009035437,1.2941176470588236,0.0,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,1.5,under,0.7231512855234359,0.4608609990964563,0.3227353530379997,0.0,0.22315128552343588,0.1,0.0,0.351409978308026,0.0,0.0,0.35645891247874206,0.43217472353055725,0.46274209537968947,0,0,0,0.43217472353055725
2025-01-04,Aaron Gordon,DEN,SAS,fg3,1.0391390009035437,1.2941176470588236,0.0,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,2.5,under,0.8990885593368447,1.4608609990964563,1.0230231918239685,0.0,0.39908855933684473,0.1,0.0,0.9436008676789588,0.0,0.0,0.8101180119085416,1.13045057743601,1.32982421864163,0,0,0,1.13045057743601
