ticket_name,n_legs,avg_pred_mean,avg_minutes_proj,avg_p_hit
safe,4,6.836885335872293,30.626666799999995,0.7238241675587218
balanced,5,12.072784372591792,35.61799996,0.6606125622720123
lotto,10,10.279308668553076,34.39533327999999,0.669881786110909
