game_date,player,team,opp,stat,pred_mean,baseline_mean,minutes_proj,dist_name,dispersion,is_eligible,eligibility_reason,model_name,model_version,line,side,p_hit,edge_raw,edge_norm,minutes_conf,prob_edge,stat_vol_penalty,extreme_line_penalty,edge_rank_pct,reb_top_bucket_bonus,ast_extreme_tail_penalty,score_safe,score_balanced,score_lotto,can_safe,can_balanced,can_lotto,score,delta_mean,confidence_tier,pred_pctile_within_stat,delta_pctile_within_stat,minutes_pctile_within_stat,dispersion_pctile_good,baseline_available,zero_baseline_flag,rel_delta_vs_baseline,rel_delta_pctile_within_stat,confidence_score,stat_broad_weight,stat_top_pick_weight,stat_variance_penalty,top_pick_bucket,top_bucket_bonus,ast_tail_penalty,rank_score
2025-01-01,Nikola Jokić,DEN,ATL,reb,11.877346015550359,12.4,35.766666799999996,poisson,0.0,1,ok,reb_hgbr,v1,10.5,over,0.6397818290541979,1.3773460155503585,0.38382200902229346,0.9935185222222221,0.1397818290541979,0.03,0.0,0.1388888888888889,0.0,0.0,0.8124555555555555,0.9927736111111112,0.9948583333333333,0,1,1,0.6705072922195933,0.0,high_conf,0.9861111111111112,0.5069444444444444,0.9166666666666666,0.5069444444444444,1,0,0.0,0.5069444444444444,1.0,0.98,1.14,0.02,elite,0.16,0.0,0.9211675694444443
2025-01-01,Karl-Anthony Towns,NYK,UTA,reb,13.537973247531863,10.8,33.939999199999995,poisson,0.0,1,ok,reb_hgbr,v1,14.5,under,0.6192802876963861,0.9620267524681374,0.25231043746515824,0.9427777555555554,0.1192802876963861,0.03,0.0,0.013888888888888888,0.0,0.0,0.7885000000000001,0.9759902777777779,0.9853583333333333,0,1,1,0.5275833848584929,0.0,high_conf,1.0,0.5069444444444444,0.8333333333333334,0.5069444444444444,1,0,0.0,0.5069444444444444,1.0,0.98,1.14,0.02,elite,0.16,0.0,0.9033361805555555
2025-01-01,Josh Hart,NYK,UTA,reb,8.991329752942786,10.8,37.536666600000004,poisson,0.0,1,ok,reb_hgbr,v1,7.5,over,0.6750866322053897,1.4913297529427858,0.47180445357933476,1.0,0.17508663220538967,0.03,0.0,0.4166666666666667,0.0,0.0,0.8157222222222222,0.9121847222222222,0.908525,0,1,1,0.7820424152661034,0.0,high_conf,0.9305555555555556,0.5069444444444444,0.9722222222222222,0.5069444444444444,1,0,0.0,0.5069444444444444,1.0,0.98,1.14,0.02,strong,0.08,0.0,0.8726847916666667
2025-01-01,Jalen Johnson,ATL,DEN,reb,9.856458099748416,10.8,35.08999959999999,poisson,0.0,1,ok,reb_hgbr,v1,8.5,over,0.6507879726130614,1.3564580997484157,0.4116824020966142,0.9747222111111109,0.15078797261306143,0.03,0.0,0.18055555555555555,0.0,0.0,0.7917666666666666,0.8954013888888889,0.899025,0,1,1,0.7012312741548372,0.0,high_conf,0.9444444444444444,0.5069444444444444,0.8888888888888888,0.5069444444444444,1,0,0.0,0.5069444444444444,1.0,0.98,1.14,0.02,strong,0.08,0.0,0.8548534027777778
2025-01-01,Walker Kessler,UTA,NYK,reb,10.672752989140667,12.600000000000001,31.379999799999997,poisson,0.0,1,ok,reb_hgbr,v1,9.5,over,0.6229468785454177,1.1727529891406672,0.34325739389064797,0.871666661111111,0.12294687854541775,0.03,0.0,0.06944444444444445,0.0,0.0,0.726161111111111,0.9281430555555557,0.949575,0,1,1,0.5933231088700607,0.0,high_conf,0.9583333333333334,0.5069444444444444,0.6805555555555556,0.5069444444444444,1,0,0.0,0.5069444444444444,1.0,0.98,1.14,0.02,elite,0.16,0.0,0.8527082638888889
2025-01-01,Goga Bitadze,ORL,DET,reb,10.91388069258835,11.6,29.93666679999999,poisson,0.0,1,ok,reb_hgbr,v1,9.5,over,0.6500705340198226,1.41388069258835,0.40962470404761114,0.8315740777777775,0.15007053401982262,0.03,0.0,0.1527777777777778,0.0,0.0,0.7114611111111112,0.9181319444444446,0.9445083333333333,0,1,1,0.6684164812792245,0.0,high_conf,0.9722222222222222,0.5069444444444444,0.625,0.5069444444444444,1,0,0.0,0.5069444444444444,1.0,0.98,1.14,0.02,elite,0.16,0.0,0.8420577083333334
2025-01-01,Bam Adebayo,MIA,NOP,reb,8.94357947275616,8.4,34.1766662,poisson,0.0,1,ok,reb_hgbr,v1,7.5,over,0.6694539916478799,1.4435794727561593,0.45779318514065365,0.9493518388888889,0.1694539916478799,0.03,0.0,0.3888888888888889,0.0,0.0,0.7702611111111111,0.8781763888888889,0.8847749999999999,0,1,1,0.7537513804331338,0.0,high_conf,0.9166666666666666,0.5069444444444444,0.8472222222222222,0.5069444444444444,1,0,0.0,0.5069444444444444,1.0,0.98,1.14,0.02,strong,0.08,0.0,0.8366599305555555
2025-01-01,Josh Hart,NYK,UTA,ast,6.053012808547457,5.6,37.536666600000004,poisson,0.0,1,ok,ast_hgbr,v1,7.5,under,0.7366494446969349,1.4469871914525427,0.544850495944992,1.0,0.23664944469693494,0.04,0.0,0.2463768115942029,0.0,0.0,0.889721739130435,0.8024318840579711,0.7070304347826089,1,1,1,0.8782782902946245,0.0,high_conf,0.927536231884058,0.5072463768115942,0.9710144927536232,0.5072463768115942,1,0,0.0,0.5072463768115942,1.0,1.08,0.98,0.03,strong,0.0,0.0,0.813497463768116
2025-01-01,De'Aaron Fox,SAC,PHI,ast,6.22673247626512,7.2,37.1000002,poisson,0.0,1,ok,ast_hgbr,v1,7.5,under,0.7122190486533008,1.27326752373488,0.4736403277710061,1.0,0.21221904865330077,0.04,0.0,0.11594202898550725,0.0,0.0,0.8834608695652175,0.7991478260869566,0.7064623188405799,1,1,1,0.795695969190564,0.0,high_conf,0.9420289855072463,0.5072463768115942,0.9420289855072463,0.5072463768115942,1,0,0.0,0.5072463768115942,1.0,1.08,0.98,0.03,strong,0.0,0.0,0.8097016666666668
2025-01-01,Jalen Brunson,NYK,UTA,ast,9.151505526495223,8.0,37.380001,poisson,0.0,1,ok,ast_hgbr,v1,10.5,under,0.6878792337179058,1.3484944735047772,0.4232373078511789,1.0,0.18787923371790582,0.04,0.0,0.043478260869565216,0.0,0.0,0.8563130434782611,0.7919115942028986,0.7220855072463769,1,1,1,0.7303473718623422,0.0,high_conf,1.0,0.5072463768115942,0.9565217391304348,0.5072463768115942,1,0,0.0,0.5072463768115942,1.0,1.08,0.98,0.03,elite,0.0,0.05,0.8002156521739131
