game_date,player,team,opp,stat,pred_mean,baseline_mean,minutes_proj,dist_name,dispersion,is_eligible,eligibility_reason,model_name,model_version,line,side,p_hit
2025-01-01,Aaron Gordon,DEN,ATL,ast,2.3590401275722725,3.0588235294117645,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,1.5,over,0.6825341008685969
2025-01-01,Aaron Gordon,DEN,ATL,ast,2.3590401275722725,3.0588235294117645,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,2.5,under,0.5804457961972798
2025-01-01,Aaron Gordon,DEN,ATL,ast,2.3590401275722725,3.0588235294117645,,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,3.5,under,0.787239172838356
2025-01-01,Aaron Gordon,DEN,ATL,fg3,1.3928138173385776,1.2941176470588236,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,0.5,over,0.7152567204788773
2025-01-01,Aaron Gordon,DEN,ATL,fg3,1.3928138173385776,1.2941176470588236,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,1.5,under,0.6084468726557356
2025-01-01,Aaron Gordon,DEN,ATL,fg3,1.3928138173385776,1.2941176470588236,,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,2.5,under,0.8221912477487276
2025-01-01,Aaron Gordon,DEN,ATL,pts,11.990242116215601,13.705882352941178,,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,10.5,over,0.6020836417716482
2025-01-01,Aaron Gordon,DEN,ATL,pts,11.990242116215601,13.705882352941178,,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,11.5,over,0.5099255620558948
2025-01-01,Aaron Gordon,DEN,ATL,pts,11.990242116215601,13.705882352941178,,nbinom,0.05344975309597418,0,minutes_lt_12,pts_composed,v1,12.5,under,0.5791873383143594
2025-01-01,Aaron Gordon,DEN,ATL,reb,4.739428407326805,5.764705882352941,,poisson,0.0,0,minutes_lt_12,reb_hgbr,v1,3.5,over,0.6964775391998379
2025-01-01,Aaron Gordon,DEN,ATL,reb,4.739428407326805,5.764705882352941,,poisson,0.0,0,minutes_lt_12,reb_hgbr,v1,4.5,over,0.5126608147634062
