game_date,player,team,opp,stat,side,line,pred_mean,p_hit,minutes_proj,edge_raw,edge_norm,edge_rank_pct,score_safe,score_balanced,score_lotto,rank_score,overall_rank,overall_rank_pct,stat_rank,stat_rank_pct,team_rank,player_rank,edge_tier,can_safe,can_balanced,can_lotto,baseline_mean,dist_name,dispersion,is_eligible,eligibility_reason,model_name,model_version,minutes_conf,prob_edge,stat_vol_penalty,extreme_line_penalty,reb_top_bucket_bonus,ast_extreme_tail_penalty,score
2025-01-01,Christian Braun,DEN,ATL,fg3,under,2.5,1.0254043699369233,0.9018139876832658,30.326666999999997,1.4745956300630767,1.0361367346236467,0.9758713136729222,1.0950429761445775,1.3047495929580992,1.4721092138118077,1.5022972125450103,1,1.0,1,1.0,1,1,tier_1,1,1,1,0.8105263157894737,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.8424074166666666,0.4018139876832658,0.1,0.0,0.0,0.0,1.3047495929580992
2025-01-01,Trey Lyles,SAC,PHI,ast,under,2.5,1.076301700337849,0.9051421045346844,21.4066664,1.423698299662151,0.9880359266370727,0.9925742574257426,1.1090247658803831,1.2630268550139145,1.365004877725626,1.4711519936192288,2,0.9962962962962963,1,1.0,1,1,tier_1,1,1,1,0.4,poisson,0.0,1,ok,ast_hgbr,v1,0.5946296222222222,0.40514210453468436,0.04,0.0,0.0,0.06,1.2630268550139145
2025-01-01,Johnny Juzang,UTA,NYK,ast,under,2.5,1.066063672817789,0.9071544510975931,15.923333199999998,1.433936327182211,0.9976036200654129,0.995049504950495,1.058000356685017,1.2415028644217838,1.3540132288054512,1.4430540128581621,3,0.9925925925925926,2,0.9855072463768116,1,1,tier_1,0,1,1,0.6,poisson,0.0,1,ok,ast_hgbr,v1,0.44231481111111104,0.4071544510975931,0.04,0.0,0.0,0.06,1.2415028644217838
2025-01-01,Russell Westbrook,DEN,ATL,fg3,under,2.5,1.0830820819745628,0.8902068646782227,28.9499998,1.4169179180254372,0.9817287300174289,0.9436997319034852,1.0498320949579543,1.2450363241732576,1.4001403777588612,1.4375012962950264,4,0.9888888888888889,2,0.9833333333333333,2,1,tier_1,1,1,1,0.65625,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.8041666611111111,0.39020686467822274,0.1,0.0,0.0,0.0,1.2450363241732576
2025-01-01,Kentavious Caldwell-Pope,ORL,DET,reb,over,1.5,2.9760144399373596,0.7972404570198455,33.5133332,1.4760144399373596,0.7402299106314765,0.9901960784313726,0.9561655753060743,1.2876323999455876,1.4256189263555372,1.4366535929034852,5,0.9851851851851852,1,1.0,1,1,tier_1,1,1,1,2.0,poisson,0.0,1,ok,reb_hgbr,v1,0.9309259222222221,0.29724045701984547,0.03,0.0,0.16,0.0,1.2876323999455876
2025-01-01,Spencer Dinwiddie,DAL,HOU,fg3,under,2.5,1.0562934084807063,0.8956501030247916,24.346666199999998,1.4437065915192937,1.006784214676462,0.9651474530831099,1.0229134645836833,1.2446920572301328,1.4115146353077441,1.4357763670669408,6,0.9814814814814815,3,0.9666666666666667,1,1,tier_1,1,1,1,1.0232558139534884,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.6762962833333332,0.39565010302479164,0.1,0.0,0.0,0.0,1.2446920572301328
2025-01-01,Simone Fontecchio,DET,ORL,ast,under,2.5,1.0803120348826136,0.9043489965181842,16.019999799999997,1.4196879651173864,0.9843026628519442,0.9900990099009901,1.0498972413815475,1.2283508861386006,1.3385573788610308,1.4298004682518657,7,0.9777777777777777,3,0.9710144927536232,1,1,tier_1,0,1,1,0.8,poisson,0.0,1,ok,ast_hgbr,v1,0.4449999944444444,0.40434899651818423,0.04,0.0,0.0,0.06,1.2283508861386006
2025-01-01,Malik Beasley,DET,ORL,reb,under,4.5,3.00025923036445,0.8152196838123849,26.513333199999998,1.49974076963555,0.7498460873521204,0.9926470588235294,0.9165559965233403,1.2726697769625583,1.4158745931129082,1.41736774539929,8,0.9740740740740741,2,0.9861111111111112,2,1,tier_1,1,1,1,2.6,poisson,0.0,1,ok,reb_hgbr,v1,0.7364814777777777,0.31521968381238485,0.03,0.0,0.16,0.0,1.2726697769625583
2025-01-01,Caleb Martin,PHI,SAC,ast,over,0.5,1.9893343082871164,0.8632135472478677,33.4466672,1.4893343082871164,0.8614001653044805,0.9678217821782178,1.1264446199724847,1.1865474545040418,1.2550553712314974,1.4086785028141233,9,0.9703703703703703,4,0.9565217391304348,1,1,tier_1,1,1,1,1.4,poisson,0.0,1,ok,ast_hgbr,v1,0.9290740888888889,0.3632135472478677,0.04,0.0,0.0,0.06,1.1865474545040418
2025-01-01,OG Anunoby,NYK,UTA,ast,over,0.5,1.9679824422278311,0.8602614974975197,34.636667,1.4679824422278311,0.8520992783871997,0.9628712871287128,1.131119794081745,1.1828043863034867,1.2482970261692312,1.4057233117923205,10,0.9666666666666667,5,0.9420289855072463,1,1,tier_1,1,1,1,1.2,poisson,0.0,1,ok,ast_hgbr,v1,0.9621296388888889,0.3602614974975197,0.04,0.0,0.0,0.06,1.1828043863034867
