ticket_name,n_legs,avg_pred_mean,avg_minutes_proj,avg_p_hit
safe,4,6.706894402462448,30.82166669999999,0.7019659139117246
balanced,5,14.44001010843751,33.17666667999999,0.6525544557354627
lotto,10,11.35522279381683,31.490000079999987,0.6699934394508011
