ticket_name,n_legs,avg_pred_mean,avg_minutes_proj,avg_p_hit
safe,5,5.397855408171419,31.606666759999996,0.7444348700659471
balanced,5,13.299766078007243,35.51066664,0.6436221301695584
lotto,10,11.50036453263084,34.42200018,0.6504273297202741
