game_date,player,team,opp,stat,pred_mean,baseline_mean,minutes_proj,dist_name,dispersion,is_eligible,eligibility_reason,model_name,model_version,line,side,p_hit,edge_raw,edge_abs,score_safe,score_balanced,score_lotto,game_key,ticket_type,leg_order,ticket_id
2025-01-09,Svi Mykhailiuk,UTA,MIA,ast,1.9951102120210122,1.4545454545454548,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,0.5,over,0.8640013353468343,1.4951102120210122,1.4951102120210122,0.9104596848744673,0.9237334990252195,0.9370073131759717,MIA_UTA,safe,1,2025-01-09_safe_1
2025-01-09,Isaac Okoro,CLE,TOR,reb,1.9950661583083866,2.166666666666667,0.0,poisson,0.0,0,minutes_lt_12|pred_mean_lt_2,reb_hgbr,v1,0.5,over,0.863995343968774,1.4950661583083866,1.4950661583083866,0.9104455112859682,0.9237169876623094,0.9369884640386505,CLE_TOR,safe,2,2025-01-09_safe_1
2025-01-09,Ty Jerome,CLE,TOR,reb,1.9405687699982455,3.1999999999999997,16.98333339999999,poisson,0.0,0,pred_mean_lt_2,reb_hgbr,v1,0.5,over,0.8563777614779018,1.4405687699982455,1.4405687699982455,0.8927780338719009,0.9031781116987577,0.9135781895256145,CLE_TOR,safe,3,2025-01-09_safe_1
2025-01-09,Svi Mykhailiuk,UTA,MIA,ast,1.9951102120210122,1.4545454545454548,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,0.5,over,0.8640013353468343,1.4951102120210122,1.4951102120210122,0.9104596848744673,0.9237334990252195,0.9370073131759717,MIA_UTA,balanced,1,2025-01-09_balanced_1
2025-01-09,Isaac Okoro,CLE,TOR,reb,1.9950661583083866,2.166666666666667,0.0,poisson,0.0,0,minutes_lt_12|pred_mean_lt_2,reb_hgbr,v1,0.5,over,0.863995343968774,1.4950661583083866,1.4950661583083866,0.9104455112859682,0.9237169876623094,0.9369884640386505,CLE_TOR,balanced,2,2025-01-09_balanced_1
2025-01-09,Ty Jerome,CLE,TOR,reb,1.9405687699982455,3.1999999999999997,16.98333339999999,poisson,0.0,0,pred_mean_lt_2,reb_hgbr,v1,0.5,over,0.8563777614779018,1.4405687699982455,1.4405687699982455,0.8927780338719009,0.9031781116987577,0.9135781895256145,CLE_TOR,balanced,3,2025-01-09_balanced_1
2025-01-09,Malik Beasley,DET,GSW,ast,1.9295655310900832,2.1999999999999997,29.69333359999999,poisson,0.0,1,ok,ast_hgbr,v1,0.5,over,0.8547887254354989,1.4295655310900832,1.4295655310900832,0.8891777397440481,0.8990031724036338,0.9088286050632193,DET_GSW,balanced,4,2025-01-09_balanced_1
2025-01-09,Svi Mykhailiuk,UTA,MIA,ast,1.9951102120210122,1.4545454545454548,0.0,poisson,0.0,0,minutes_lt_10,ast_hgbr,v1,0.5,over,0.8640013353468343,1.4951102120210122,1.4951102120210122,0.9104596848744673,0.9237334990252195,0.9370073131759717,MIA_UTA,lotto,1,2025-01-09_lotto_1
2025-01-09,Isaac Okoro,CLE,TOR,reb,1.9950661583083866,2.166666666666667,0.0,poisson,0.0,0,minutes_lt_12|pred_mean_lt_2,reb_hgbr,v1,0.5,over,0.863995343968774,1.4950661583083866,1.4950661583083866,0.9104455112859682,0.9237169876623094,0.9369884640386505,CLE_TOR,lotto,2,2025-01-09_lotto_1
2025-01-09,Ty Jerome,CLE,TOR,reb,1.9405687699982455,3.1999999999999997,16.98333339999999,poisson,0.0,0,pred_mean_lt_2,reb_hgbr,v1,0.5,over,0.8563777614779018,1.4405687699982455,1.4405687699982455,0.8927780338719009,0.9031781116987577,0.9135781895256145,CLE_TOR,lotto,3,2025-01-09_lotto_1
2025-01-09,Grayson Allen,PHO,ATL,fg3,1.984209041296452,2.1923076923076925,0.0,nbinom,0.16167095985722266,0,minutes_lt_10,fg3_composed,v1,0.5,over,0.8211056900161119,1.484209041296452,1.484209041296452,0.8800339106028368,0.8968705450561869,0.9137071795095368,ATL_PHO,lotto,4,2025-01-09_lotto_1
2025-01-09,Shaedon Sharpe,POR,DAL,fg3,1.9824851391327962,2.4727272727272727,35.86999999999999,nbinom,0.16167095985722266,1,ok,fg3_composed,v1,0.5,over,0.8208720189106663,1.4824851391327962,1.4824851391327962,0.8794797808142732,0.8962248556438752,0.9129699304734772,DAL_POR,lotto,5,2025-01-09_lotto_1
