ticket_name,n_legs,avg_pred_mean,avg_minutes_proj,avg_p_hit
safe,5,4.770970466845009,29.614000119999996,0.7484876912106352
balanced,5,13.40294423525981,34.903333319999994,0.6569790817120532
lotto,10,10.444582866638083,33.045333539999994,0.6606398133142076
