ticket_name,n_legs,avg_pred_mean,avg_minutes_proj,avg_p_hit
safe,5,5.042869859957618,29.162666559999998,0.7594687509202066
balanced,5,12.764791235049092,34.6960002,0.6520858192742244
lotto,10,10.625447359269863,34.74033348,0.665167288615257
