ticket_name,n_legs,avg_pred_mean,avg_minutes_proj,avg_p_hit
safe,3,6.750515248734078,32.238889066666665,0.6980518286575599
balanced,5,13.405673894491125,35.008666719999994,0.6524006493992879
lotto,10,10.458641582290555,34.29300018,0.6629416004978832
