player,n,actual_mean,pred_mean,mae,bias
CJ McCollum,58,3.396551724137931,3.763383499522817,1.7980891267454435,-0.36683177538488576
Jaylon Tyson,57,5.035087719298246,5.216677149102915,2.488334845970235,-0.18158942980466913
Kevin Porter Jr.,57,4.5964912280701755,4.5455564516478715,2.1236424690934967,0.050934776422303936
Andrew Nembhard,57,3.2280701754385963,3.930892512658987,1.6422301155677028,-0.7028223372203901
Kyshawn George,56,4.821428571428571,5.38234564596263,1.9888829566243964,-0.5609170745340581
Dalton Knecht,56,2.232142857142857,3.4193533012435333,1.8984090141771943,-1.1872104441006763
Amen Thompson,55,7.9818181818181815,7.660077867803856,2.5931750943311447,0.3217403140143265
Rui Hachimura,55,3.909090909090909,4.616258282165054,2.1847079760790558,-0.7071673730741452
Alex Sarr,54,6.925925925925926,7.12552573864108,3.002450458175688,-0.19959981271515492
Maxime Raynaud,54,8.11111111111111,7.4573872454119865,3.0013935411166006,0.6537238656991241
Evan Mobley,54,9.277777777777779,9.531098375766852,2.834261466102973,-0.25332059798907497
Santi Aldama,54,6.277777777777778,6.518053782028108,2.06252988040251,-0.2402760042503307
Moses Moody,54,3.425925925925926,3.72991488217666,1.6577825167949771,-0.303988956250734
Mike Conley,54,2.185185185185185,2.9609050604706386,1.3602422782367767,-0.775719875285453
LeBron James,53,6.811320754716981,7.199784125964854,2.899544758399763,-0.38846337124787333
Neemias Queta,52,7.576923076923077,9.528209955812759,3.7721703916396367,-1.9512868788896822
Jabari Smith Jr.,52,7.019230769230769,7.143712452418645,2.493844774339021,-0.12448168318787499
Hugo González,52,3.8653846153846154,3.760652388801113,2.2757306347238977,0.10473222658350248
Clint Capela,52,5.653846153846154,5.908747352068999,2.197677765822195,-0.25490119822284457
Scoot Henderson,52,3.0961538461538463,3.32505451306882,1.5209632033474219,-0.2289006669149739
Jock Landale,51,5.411764705882353,6.276796158700233,2.8518345065379327,-0.8650314528178806
Victor Wembanyama,51,11.941176470588236,11.133482798165588,2.762300599531915,0.8076936724226488
