player,n,actual_mean,pred_mean,mae,bias
Terrence Shannon Jr.,24,1.7916666666666667,2.5100707057422667,2.2229238793398967,-0.7184040390755997
Blake Wesley,24,1.875,2.596015143689028,1.4206367512731755,-0.7210151436890283
Josh Minott,23,3.217391304347826,5.721552986074205,2.797497309464079,-2.5041616817263797
Jonathan Mogbo,23,4.608695652173913,5.1342350869099365,2.7403076580407166,-0.5255394347360236
Taylor Hendricks,23,3.782608695652174,4.428066340436842,1.8421460317025147,-0.6454576447846672
Caleb Houstan,23,2.1739130434782608,2.531454900783483,1.7754544033370738,-0.35754185730522203
Jared Butler,23,2.652173913043478,2.9284121547445148,1.726520063162261,-0.2762382417010367
DeAndre Jordan,22,5.818181818181818,4.80163145794894,2.0197799700631176,1.0165503602328787
Moritz Wagner,22,3.772727272727273,3.942975938494615,2.0162812573700957,-0.1702486657673422
Johnny Juzang,22,3.772727272727273,3.3149248090146046,1.473709889143612,0.457802463712668
Marcus Sasser,22,1.5,1.9970168132626547,1.1760707112194644,-0.49701681326265473
Collin Murray-Boyles,21,5.0,4.742137358280795,2.540137264593915,0.2578626417192054
Sharife Cooper(TW),21,2.3333333333333335,3.0341767647733904,1.8650102622078928,-0.700843431440057
Damian Lillard,21,4.857142857142857,4.83343901155489,1.802619140228157,0.02370384558796735
Dalano Banton,21,2.5714285714285716,2.8523652758826614,1.655571637130701,-0.2809367044540901
Jaden Hardy,21,1.4761904761904763,2.362571299105149,1.5561180023513774,-0.8863808229146729
Orlando Robinson,20,6.5,4.821456941607099,2.631578648455218,1.6785430583929006
Khris Middleton,20,3.3,4.179751189182087,1.9861087425191228,-0.8797511891820875
Kelly Olynyk,20,3.4,4.176094606219273,1.9521008374013185,-0.7760946062192731
Lauri Markkanen,20,6.6,5.931798000793769,1.7818334548608603,0.6682019992062311
Maxi Kleber,20,2.15,3.4983564913933214,1.7544064695058736,-1.3483564913933215
Ty Jerome,20,3.15,3.1603147630560344,1.2000566410118787,-0.010314763056034537
Jevon Carter,20,2.15,2.4746906040073386,1.0340764429325107,-0.3246906040073386
Tony Bradley,19,3.473684210526316,4.312047831861506,2.6897260777532184,-0.8383636213351902
Ousmane Dieng,19,2.3157894736842106,2.718816600134694,2.195088635444583,-0.40302712645048316
Paul Reed,18,5.388888888888889,4.887265678749636,2.681465266264628,0.5016232101392526
Olivier-Maxence Prosper(TW),18,4.777777777777778,3.717027419782303,2.5139616279707884,1.0607503579954742
Kobe Brown,18,3.7777777777777777,3.183730280115807,2.3335823031412586,0.5940474976619705
Jalen Suggs,18,3.7777777777777777,4.670227299887859,2.1965420218089884,-0.8924495221100806
Terry Rozier,18,4.166666666666667,4.624846544173968,2.0930084244936014,-0.4581798775073018
AJ Johnson,18,2.7777777777777777,2.8877937925843105,1.7401822992943736,-0.11001601480653274
Dorian Finney-Smith,18,3.611111111111111,4.494028415445876,1.5153948033378133,-0.8829173043347649
Andre Jackson Jr.,18,2.8333333333333335,3.6302513437276094,1.1351824774782604,-0.7969180103942755
Dylan Cardwell(TW),17,9.117647058823529,7.277985203941987,3.431120372684246,1.8396618548815424
Kyle Anderson,17,4.470588235294118,3.689561904208055,2.5666615192894375,0.7810263310860629
Kessler Edwards,17,4.0,3.217980277261862,2.4172169739748326,0.7820197227381378
Jamaree Bouyea(TW),17,2.2941176470588234,2.4577358472169926,1.0902066036941735,-0.16361820015816902
Jakob Poeltl,16,8.5,10.678810207443078,3.2186624423731494,-2.1788102074430786
Draymond Green,16,6.0625,5.956533848974813,2.5983993183308023,0.10596615102518636
Bismack Biyombo,16,4.75,6.205541199865237,2.437553365105029,-1.4555411998652366
D'Angelo Russell,16,2.75,3.2977643139593393,2.106496916327144,-0.5477643139593392
Cam Whitmore,16,2.5625,3.4206223249402314,2.03616479767903,-0.8581223249402314
Pete Nance(TW),15,3.2666666666666666,3.0194980074367717,2.367966452133024,0.24716865922989523
Devin Carter,15,2.933333333333333,3.336669758626727,1.7941612001255527,-0.4033364252933936
Duop Reath,15,3.2,2.7255227462821137,1.7695670791419154,0.4744772537178867
Vasilije Micić,15,2.2666666666666666,3.153814908856291,1.429602746802351,-0.887148242189624
Brandon Clarke,14,5.142857142857143,6.057669392275298,2.3443040281850194,-0.9148122494181546
Stephen Curry,14,3.0,4.3154908995604755,1.608255812628587,-1.315490899560475
Daeqwon Plowden(TW),14,3.2142857142857144,3.9953915090109353,1.4051661515598872,-0.7811057947252208
Aaron Holiday,14,1.3571428571428572,1.9731138954224545,1.075725961334809,-0.6159710382795974
Al Horford,13,5.538461538461538,5.416100672965511,2.8977002264385963,0.12236086549602739
Paul George,13,5.615384615384615,5.115475353398518,2.852938452150055,0.4999092619860966
Aaron Gordon,13,5.153846153846154,4.732046306016596,2.4282829058481394,0.4217998478295578
Bol Bol,13,4.0,3.868745729286869,2.2704028158901033,0.1312542707131309
Yanic Konan Niederhäuser,13,4.615384615384615,3.163379811869402,2.2362844005094233,1.4520048035152135
Jabari Walker,13,4.538461538461538,4.348181696358404,2.104044442729146,0.19027984210313406
Jalen Green,13,4.3076923076923075,4.092243195675713,1.5978094697817642,0.21544911201659483
Cory Joseph,12,2.8333333333333335,2.7931440896847364,1.7903821853128175,0.04018924364859685
Rasheer Fleming,12,3.6666666666666665,2.803307342373685,1.7321907967444197,0.8633593242929817
Eric Gordon,12,1.5,2.5330325811650245,1.5167762732280596,-1.0330325811650247
Tristan Vukcevic(TW),12,3.3333333333333335,3.208824417568804,1.3880975965240039,0.12450891576452965
Elijah Harkless(TW),12,2.5,2.5533060657987634,1.2398991846635263,-0.05330606579876359
Julian Phillips,12,1.5,1.7971765130354598,1.0488780837308411,-0.29717651303545994
Colin Castleton,11,6.363636363636363,6.064585060165629,3.0546273807591593,0.29905130347073533
A.J. Lawson,11,4.2727272727272725,3.6682164262215737,2.5221695112734963,0.6045108465056988
Coby White,11,3.090909090909091,4.115637122518936,2.3688287681793834,-1.0247280316098448
Cody Martin,11,3.0,4.310477085956268,2.250777739985493,-1.3104770859562682
Richaun Holmes,11,7.2727272727272725,6.5925597026510125,1.7410848395128233,0.680167570076261
Alec Burks,11,2.6363636363636362,3.087971500298781,1.3353236355736804,-0.4516078639351447
De'Anthony Melton,11,3.5454545454545454,3.1299076671633346,1.3168224846484242,0.41554687829121045
Dalen Terry,10,1.7,2.814597758232749,2.1770570368785123,-1.114597758232749
Tristan Vukcevic,10,3.9,4.207655294028145,2.0869275907510225,-0.307655294028145
Quenton Jackson(TW),10,1.4,3.082104913625901,1.9249225965802583,-1.682104913625901
Ariel Hukporti,10,2.9,3.2730482957705638,1.8542377471791247,-0.3730482957705638
Jase Richardson,10,1.4,2.365288839536823,1.6871490053570941,-0.9652888395368228
Maxwell Lewis,10,3.4,2.1165532409989085,1.5818264331152927,1.2834467590010914
Collin Sexton,10,3.2,3.586636420623158,1.437638134622923,-0.3866364206231582
Jeff Dowtin Jr.,10,2.3,2.70027553436645,1.2901388731059922,-0.4002755343664505
Leonard Miller,9,6.555555555555555,3.5573650901657725,3.7816054672269797,2.998190465389783
Lonnie Walker IV,9,3.5555555555555554,3.500062543351374,2.7804313182335494,0.0554930122041816
Dillon Jones,9,3.4444444444444446,2.6384914801377146,2.5459774041941907,0.8059529643067301
Myron Gardner(TW),9,2.7777777777777777,3.6299561267239904,2.454677276182689,-0.8521783489462122
Jett Howard,9,1.3333333333333333,2.5069272071639834,2.3353542371190668,-1.17359387383065
KJ Martin,9,2.888888888888889,3.5923493392677748,1.865114349965018,-0.7034604503788855
Alex Caruso,9,2.3333333333333335,3.246215068682467,1.6998290814116097,-0.9128817353491337
Reggie Jackson,9,1.1111111111111112,2.7865512024044414,1.6754400912933303,-1.6754400912933303
Bradley Beal,9,3.3333333333333335,3.8919437115399274,1.4598809869008018,-0.5586103782065936
Markelle Fultz,9,0.5555555555555556,1.6369495807818613,1.0813940252263057,-1.0813940252263057
Moussa Cisse(TW),8,3.875,5.278399081045966,3.650527762654346,-1.4033990810459658
Walker Kessler,8,12.125,12.001873615771599,3.153805808425523,0.12312638422840183
Branden Carlson(TW),8,3.75,3.0168939918037414,3.05373867715035,0.7331060081962583
Asa Newell,8,2.875,2.7842143150309586,2.592971813622113,0.09078568496904138
Jonathan Kuminga,8,6.125,5.999190236211428,2.336397368848132,0.12580976378857223
Anthony Gill,8,5.0,3.31444990222375,2.2628188811175183,1.68555009777625
Lindy Waters III,8,2.5,2.547655738437396,1.8908029562377782,-0.04765573843739565
Malevy Leons(TW),8,1.875,2.940576679974661,1.5883473833585924,-1.065576679974661
Ethan Thompson(TW),8,2.25,2.5602638853384625,1.5550621370392526,-0.3102638853384625
Christian Koloko,8,4.0,3.421528522606155,1.4482511363255757,0.5784714773938451
Tyrese Proctor,8,0.75,1.9688780732594995,1.2398450403121979,-1.2188780732594995
Chris Boucher,7,3.142857142857143,5.657627132496048,2.5147699896389057,-2.5147699896389057
Dominick Barlow,7,4.142857142857143,2.802154288553497,2.295924002867235,1.340702854303646
Jamir Watkins(TW),7,5.714285714285714,4.4321286782148235,1.9663896850883786,1.2821570360708907
Larry Nance Jr.,7,3.2857142857142856,4.212911532697442,1.8354286514770592,-0.9271972469831565
Khaman Maluach,7,3.0,3.0884827817683584,1.6997896087014297,-0.08848278176835819
Drew Timme(TW),7,1.2857142857142858,2.7037996884392768,1.5508719124659314,-1.4180854027249914
Trevelin Queen,7,2.4285714285714284,2.8209932423128974,1.5362771239045205,-0.3924218137414685
Jordan McLaughlin,7,1.2857142857142858,1.60286855060811,0.827250245014641,-0.3171542648938243
Robert Williams,6,5.5,4.98064444792606,2.153319999028327,0.5193555520739409
Kam Jones,6,2.5,2.766365544770183,2.1491560176562987,-0.2663655447701829
Jamal Cain(TW),6,2.3333333333333335,2.2658446780860078,2.1038511303599283,0.06748865524732543
Kristaps Porziņģis,6,6.333333333333333,6.045480930670739,1.2936602815580132,0.28785240266259454
Marcus Bagley,5,8.8,6.684291157392982,2.6858644268898604,2.1157088426070176
Kai Jones,5,4.6,3.9994644400921886,2.164510308613159,0.6005355599078114
Steven Adams,5,9.2,9.040339549269856,1.9519053937789284,0.15966045073014393
Jaden Springer,5,2.4,2.0246133847445353,1.900409734007517,0.3753866152554647
Hunter Tyson,5,0.2,2.040383673034925,1.8403836730349248,-1.8403836730349248
Monte Morris,5,1.6,2.2672902012050886,1.8140812940183235,-0.6672902012050886
Jahmai Mashack(TW),5,3.6,2.420035530198303,1.8068653679012172,1.179964469801697
Joan Beringer,5,2.2,2.8951515589809502,1.7528556467524168,-0.6951515589809502
Oscar Tshiebwe(TW),5,6.2,5.368766382820714,1.4805263532546578,0.8312336171792867
Cam Christie,4,0.75,3.092690007487431,2.342690007487431,-2.342690007487431
Kyrie Irving,4,5.25,5.478232825266556,2.293675019690751,-0.2282328252665562
Colby Jones,4,4.5,2.778826428879691,2.270643999321181,1.721173571120309
Nigel Hayes-Davis,4,0.5,2.607521581659278,2.107521581659278,-2.107521581659278
Mo Bamba,4,6.0,5.110852232455689,1.9242489500050668,0.8891477675443114
Brooks Barnhizer(TW),4,2.0,2.241907421691564,1.7155407339195707,-0.2419074216915641
Branden Carlson,4,2.0,2.583895434365049,1.6984775449517353,-0.5838954343650488
Alex Reese,4,2.75,3.782320817273166,1.6555309261262359,-1.032320817273166
RayJ Dennis(TW),4,1.0,2.5780610894345872,1.5780610894345872,-1.5780610894345872
Trayce Jackson-Davis,4,5.0,5.843721328421892,1.41658105186926,-0.8437213284218921
Yang Hansen,4,1.25,1.91072151339681,1.3794544450449826,-0.6607215133968101
Justin Minaya,4,1.0,2.0905563916702534,1.3485958485370242,-1.0905563916702534
Elijah Harkless,4,2.5,2.9706895010545407,0.8391818265747315,-0.47068950105454066
Cole Swider,3,5.333333333333333,2.7663134746568168,2.68561186495271,2.5670198586765163
Tristan Thompson,3,4.666666666666667,3.1798594966976528,2.5986649665220867,1.4868071699690137
Wendell Moore Jr.,3,4.0,2.771678900211297,2.518130159954785,1.2283210997887026
Ben Simmons,3,5.666666666666667,4.339633300696247,2.296211414149575,1.3270333659704197
Lester Quiñones,3,3.6666666666666665,2.3909685832763796,2.1953438352535986,1.275698083390287
Pat Connaughton,3,3.0,3.2894168387569622,2.1460770522338297,-0.2894168387569625
A.J. Lawson(TW),3,1.0,2.971719271811217,1.9717192718112166,-1.9717192718112166
Cam Reddish,3,1.3333333333333333,3.015667794989616,1.6823344616562828,-1.6823344616562828
Micah Potter,3,3.0,4.301807707163589,1.6821596296092405,-1.3018077071635894
Dante Exum,3,1.0,2.524081366519725,1.5240813665197248,-1.5240813665197248
Malaki Branham,3,1.6666666666666667,2.3752057501398984,1.470635428464617,-0.7085390834732318
Mitchell Robinson,3,9.666666666666666,8.416312036572602,1.414862472279333,1.2503546300940647
Malcolm Brogdon,3,3.3333333333333335,4.359747953594353,1.0264146202610196,-1.0264146202610196
Doug McDermott,3,2.0,2.1378719593175237,0.6841130696141898,-0.13787195931752386
Chris Youngblood(TW),3,1.3333333333333333,1.080201778774845,0.40504679487849254,0.25313155455848835
Dereck Lively II,2,3.0,10.65985925561225,7.659859255612251,-7.659859255612251
Ja Morant,2,4.5,3.832674522543149,3.589259259049822,0.6673254774568509
Charles Bassey,2,6.5,5.05669142605028,3.2064582906572854,1.4433085739497198
Isaiah Livers(TW),2,5.0,2.087347964546498,2.912652035453502,2.912652035453502
Alijah Martin(TW),2,0.0,2.456697054584245,2.456697054584245,-2.456697054584245
Stanley Umude,2,0.0,2.3630430999868057,2.3630430999868057,-2.3630430999868057
Ron Harper Jr.(TW),2,0.5,2.7392367844402052,2.2392367844402052,-2.2392367844402052
Keaton Wallace,2,0.5,2.737024140452526,2.237024140452526,-2.237024140452526
Miles Kelly(TW),2,0.5,2.6652269226559895,2.1652269226559895,-2.1652269226559895
Reece Beekman,2,2.0,2.0658835364493533,1.8597913421410888,-0.06588353644935319
Garrett Temple,2,0.5,2.288267794810243,1.7882677948102428,-1.7882677948102428
Adou Thiero,2,1.5,2.013741793228982,1.5975641350447929,-0.5137417932289821
Jae'Sean Tate,2,2.0,2.4211753696456646,1.1472114408301,-0.4211753696456646
DaRon Holmes,2,1.5,2.5203185852635226,1.0203185852635226,-1.0203185852635226
Delon Wright,2,2.0,2.553621029958709,0.8907091095104529,-0.553621029958709
Alex Len,2,2.0,2.794541697065715,0.7945416970657153,-0.7945416970657153
Javon Small(TW),2,3.5,3.652384538837847,0.2248843773770688,-0.15238453883784708
Anthony Davis,1,2.0,12.572958880241703,10.572958880241703,-10.572958880241703
Lamar Stevens,1,1.0,4.291755482189156,3.2917554821891564,-3.2917554821891564
Joel Embiid,1,9.0,6.161505202693466,2.8384947973065344,2.8384947973065344
Chaz Lanier,1,0.0,2.4386766641460023,2.4386766641460023,-2.4386766641460023
Chuma Okeke,1,9.0,6.696539181995973,2.3034608180040266,2.3034608180040266
Nick Smith Jr.(TW),1,0.0,1.897618594344775,1.897618594344775,-1.897618594344775
Adam Flagler,1,0.0,1.800585022617031,1.800585022617031,-1.800585022617031
Anton Watson,1,0.0,1.7351881621017946,1.7351881621017946,-1.7351881621017946
LJ Cryer(TW),1,1.0,2.6087614809259048,1.6087614809259048,-1.6087614809259048
Trey Jemison,1,3.0,4.108635019995746,1.108635019995746,-1.108635019995746
Jaylen Martin,1,4.0,3.0065249973960895,0.9934750026039105,0.9934750026039105
Kevin McCullar Jr.(TW),1,3.0,2.2434152306662325,0.7565847693337675,0.7565847693337675
Oshae Brissett,1,4.0,4.00134309376938,0.0013430937693801326,-0.0013430937693801326
