minutes_bucket,n,mean_pred,actual_rate,diff_pred_minus_actual
0-12,1688,0.02258722279695343,0.0,0.02258722279695343
12-20,3739,0.03464632830216214,0.012837657127574217,0.021808671174587922
20-28,5688,0.05897804248623776,0.06381856540084388,-0.00484052291460612
28-36,6160,0.101450485544932,0.12970779220779222,-0.02825730666286022
36+,2229,0.12230893173888362,0.21085688649618664,-0.08854795475730302
