ticket_name,n_legs,avg_pred_mean,avg_minutes_proj,avg_p_hit
safe,4,5.650688122984554,30.95250015,0.7147751814020049
balanced,5,9.367334630401205,35.017999999999994,0.6811924528381198
lotto,10,9.472038968675802,29.542333559999996,0.6760636685802325
