player,team,opp,is_home,pred_fg3a,pred_rate,pred_fg3,baseline_fg3,delta_fg3,p_over_baseline_2,p_ge_2,p_ge_3
Jalen Brunson,NYK,WAS,0,7.06362305631138,0.33350330309140097,2.3557416210724225,1.2380952380952381,1.1176463829771843,0.2120790240989301,0.6817979834005344,0.41868654569405184
Miles McBride,NYK,WAS,0,7.350982097970748,0.31692874953768163,2.3297375641837528,1.2578995044492993,1.0718380597344535,0.20672577680834991,0.6759456637746744,0.4118314097523834
Kyshawn George,WAS,NYK,1,6.276475006494013,0.3653835792266646,2.2933209027994854,0.0,2.2933209027994854,0.6676027383556624,0.6676027383556624,0.4021892133152525
Tre Johnson,WAS,NYK,1,6.918655693581043,0.3236293526552495,2.239080063358189,1.222523360705473,1.0165567026527158,0.18838587816696384,0.6548550153726018,0.3877456384031057
Mikal Bridges,NYK,WAS,0,5.75280323088484,0.33165748297168524,1.9079602395866446,1.240740740740741,0.6672194988459037,0.12666197236973997,0.5685088820424787,0.2984291209379235
Landry Shamet,NYK,WAS,0,5.551747961078168,0.3304630811676417,1.8346477370840641,1.2394239423942395,0.5952237946898247,0.11433901649881517,0.5473925396597302,0.27867377458455
Karl-Anthony Towns,NYK,WAS,0,4.578643228695382,0.3278868191033562,1.5012767640660496,1.2626582278481013,0.23861853621794826,0.06580280423401352,0.4426018355134609,0.19147373273551882
Khris Middleton,WAS,NYK,1,4.374596345692529,0.3291833337547404,1.4400442089063716,1.2327044025157232,0.20733980639064842,0.05834436533259024,0.42191135173037253,0.17626042847931844
OG Anunoby,NYK,WAS,0,4.423795321641544,0.3243724232956253,1.4349572086447178,1.238834487700024,0.19612272094469385,0.05774617972460594,0.4201744669138404,0.17501204247187663
Josh Hart,NYK,WAS,0,4.189825517370689,0.32051697953820246,1.3429102196197398,1.2575230606381371,0.08538715898160265,0.047497579900096065,0.3883018758682464,0.15288073285553816
Bilal Coulibaly,WAS,NYK,1,3.2067025367356807,0.32689122497354595,1.048242920359304,1.2237224761113419,-0.17547955575203789,0.022089877976352867,0.2819819756944464,0.08938575345858313
Will Riley,WAS,NYK,1,2.8246580423740535,0.3690650349759616,1.0424825192039113,0.0,1.0424825192039113,0.2798649607309276,0.2798649607309276,0.08827922932555121
Jamir Watkins(TW),WAS,NYK,1,3.1738941058165477,0.3280769673532207,1.0412815529365553,1.222079589216945,-0.1807980362803896,0.02162443991773133,0.27942352679603866,0.08804926828318127
Justin Champagnie,WAS,NYK,1,3.0582899884047654,0.3318801915678124,1.0149858672216963,1.2652238408580883,-0.250237973636392,0.019920792324470304,0.26975390530749377,0.08307844398944153
Mitchell Robinson,NYK,WAS,0,1.1615100807989291,0.32614366053152416,0.37881914949602913,1.2826735218508998,-0.9038543723548706,0.0006349658137186909,0.05596468672737831,0.006838303989273764
